"filas";"columnas";"combinaciones_unicas";"filas_duplicadas";"reporters";"reporters_paises";"reporters_agregados";"partners";"items";"anio_min";"anio_max"
"49604340";"12";"49604340";"0";"204";"202";"2";"206";"31";"2005";"2024"
