"Pais";"Year";"Item_code";"valor";"total";"participacion";"Servicio"
"Uruguay";"2017";"SJ";"1048,15";"5723,30";"18,31";"Otros servicios empresariales"
"Uruguay";"2017";"SK";"64,60";"5723,30";"1,13";"Personales, culturales y recreativos"
"Uruguay";"2017";"SL";"57,31";"5723,30";"1,00";"Bienes y servicios del gobierno"
"Uruguay";"2018";"SA";"0,00";"5472,63";"0,00";"Manufactura sobre insumos de terceros"
"Uruguay";"2018";"SB";"35,21";"5472,63";"0,64";"Mantenimiento y reparación"
"Uruguay";"2018";"SC";"573,13";"5472,63";"10,47";"Transporte"
"Uruguay";"2018";"SD";"2621,30";"5472,63";"47,90";"Viajes"
"Uruguay";"2018";"SE";"0,00";"5472,63";"0,00";"Construcción"
"Uruguay";"2018";"SF";"24,48";"5472,63";"0,45";"Seguros y pensiones"
"Uruguay";"2018";"SG";"294,40";"5472,63";"5,38";"Financieros"
"Uruguay";"2018";"SH";"55,10";"5472,63";"1,01";"Propiedad intelectual"
"Uruguay";"2018";"SI";"879,23";"5472,63";"16,07";"Telecom., informática e información"
"Uruguay";"2018";"SJ";"865,70";"5472,63";"15,82";"Otros servicios empresariales"
"Uruguay";"2018";"SK";"64,13";"5472,63";"1,17";"Personales, culturales y recreativos"
"Uruguay";"2018";"SL";"59,95";"5472,63";"1,10";"Bienes y servicios del gobierno"
"Uruguay";"2019";"SA";"0,00";"5523,82";"0,00";"Manufactura sobre insumos de terceros"
"Uruguay";"2019";"SB";"33,47";"5523,82";"0,61";"Mantenimiento y reparación"
"Uruguay";"2019";"SC";"579,58";"5523,82";"10,49";"Transporte"
"Uruguay";"2019";"SD";"2249,81";"5523,82";"40,73";"Viajes"
"Uruguay";"2019";"SE";"41,44";"5523,82";"0,75";"Construcción"
"Uruguay";"2019";"SF";"23,14";"5523,82";"0,42";"Seguros y pensiones"
"Uruguay";"2019";"SG";"290,66";"5523,82";"5,26";"Financieros"
"Uruguay";"2019";"SH";"34,36";"5523,82";"0,62";"Propiedad intelectual"
"Uruguay";"2019";"SI";"1050,21";"5523,82";"19,01";"Telecom., informática e información"
"Uruguay";"2019";"SJ";"1098,77";"5523,82";"19,89";"Otros servicios empresariales"
"Uruguay";"2019";"SK";"68,42";"5523,82";"1,24";"Personales, culturales y recreativos"
"Uruguay";"2019";"SL";"53,95";"5523,82";"0,98";"Bienes y servicios del gobierno"
"Uruguay";"2020";"SA";"0,00";"3914,92";"0,00";"Manufactura sobre insumos de terceros"
"Uruguay";"2020";"SB";"47,45";"3914,92";"1,21";"Mantenimiento y reparación"
"Uruguay";"2020";"SC";"388,90";"3914,92";"9,93";"Transporte"
"Uruguay";"2020";"SD";"1128,15";"3914,92";"28,82";"Viajes"
"Uruguay";"2020";"SE";"0,00";"3914,92";"0,00";"Construcción"
"Uruguay";"2020";"SF";"22,20";"3914,92";"0,57";"Seguros y pensiones"
"Uruguay";"2020";"SG";"277,26";"3914,92";"7,08";"Financieros"
"Uruguay";"2020";"SH";"26,24";"3914,92";"0,67";"Propiedad intelectual"
"Uruguay";"2020";"SI";"1025,06";"3914,92";"26,18";"Telecom., informática e información"
"Uruguay";"2020";"SJ";"906,35";"3914,92";"23,15";"Otros servicios empresariales"
"Uruguay";"2020";"SK";"34,55";"3914,92";"0,88";"Personales, culturales y recreativos"
"Uruguay";"2020";"SL";"58,76";"3914,92";"1,50";"Bienes y servicios del gobierno"
"Uruguay";"2021";"SA";"0,00";"4050,08";"0,00";"Manufactura sobre insumos de terceros"
"Uruguay";"2021";"SB";"47,71";"4050,08";"1,18";"Mantenimiento y reparación"
"Uruguay";"2021";"SC";"511,25";"4050,08";"12,62";"Transporte"
"Uruguay";"2021";"SD";"573,29";"4050,08";"14,16";"Viajes"
"Uruguay";"2021";"SE";"0,00";"4050,08";"0,00";"Construcción"
"Uruguay";"2021";"SF";"21,81";"4050,08";"0,54";"Seguros y pensiones"
"Uruguay";"2021";"SG";"308,23";"4050,08";"7,61";"Financieros"
"Uruguay";"2021";"SH";"45,05";"4050,08";"1,11";"Propiedad intelectual"
"Uruguay";"2021";"SI";"980,33";"4050,08";"24,21";"Telecom., informática e información"
"Uruguay";"2021";"SJ";"1444,26";"4050,08";"35,66";"Otros servicios empresariales"
"Uruguay";"2021";"SK";"54,36";"4050,08";"1,34";"Personales, culturales y recreativos"
"Uruguay";"2021";"SL";"63,78";"4050,08";"1,57";"Bienes y servicios del gobierno"
"Uruguay";"2022";"SA";"0,00";"5909,13";"0,00";"Manufactura sobre insumos de terceros"
"Uruguay";"2022";"SB";"36,54";"5909,13";"0,62";"Mantenimiento y reparación"
"Uruguay";"2022";"SC";"667,84";"5909,13";"11,30";"Transporte"
"Uruguay";"2022";"SD";"1650,32";"5909,13";"27,93";"Viajes"
"Uruguay";"2022";"SE";"0,00";"5909,13";"0,00";"Construcción"
"Uruguay";"2022";"SF";"19,09";"5909,13";"0,32";"Seguros y pensiones"
"Uruguay";"2022";"SG";"252,76";"5909,13";"4,28";"Financieros"
"Uruguay";"2022";"SH";"76,05";"5909,13";"1,29";"Propiedad intelectual"
"Uruguay";"2022";"SI";"1274,64";"5909,13";"21,57";"Telecom., informática e información"
"Uruguay";"2022";"SJ";"1827,92";"5909,13";"30,93";"Otros servicios empresariales"
"Uruguay";"2022";"SK";"45,47";"5909,13";"0,77";"Personales, culturales y recreativos"
"Uruguay";"2022";"SL";"58,51";"5909,13";"0,99";"Bienes y servicios del gobierno"
"Uruguay";"2023";"SA";"0,00";"6881,67";"0,00";"Manufactura sobre insumos de terceros"
"Uruguay";"2023";"SB";"26,95";"6881,67";"0,39";"Mantenimiento y reparación"
"Uruguay";"2023";"SC";"709,52";"6881,67";"10,31";"Transporte"
"Uruguay";"2023";"SD";"2250,40";"6881,67";"32,70";"Viajes"
"Uruguay";"2023";"SE";"0,00";"6881,67";"0,00";"Construcción"
"Uruguay";"2023";"SF";"53,20";"6881,67";"0,77";"Seguros y pensiones"
"Uruguay";"2023";"SG";"329,09";"6881,67";"4,78";"Financieros"
"Uruguay";"2023";"SH";"113,14";"6881,67";"1,64";"Propiedad intelectual"
"Uruguay";"2023";"SI";"1354,09";"6881,67";"19,68";"Telecom., informática e información"
"Uruguay";"2023";"SJ";"1902,84";"6881,67";"27,65";"Otros servicios empresariales"
"Uruguay";"2023";"SK";"83,34";"6881,67";"1,21";"Personales, culturales y recreativos"
"Uruguay";"2023";"SL";"59,11";"6881,67";"0,86";"Bienes y servicios del gobierno"
"Uruguay";"2024";"SA";"0,00";"6948,32";"0,00";"Manufactura sobre insumos de terceros"
"Uruguay";"2024";"SB";"25,52";"6948,32";"0,37";"Mantenimiento y reparación"
"Uruguay";"2024";"SC";"783,78";"6948,32";"11,28";"Transporte"
"Uruguay";"2024";"SD";"2189,46";"6948,32";"31,51";"Viajes"
"Uruguay";"2024";"SE";"0,00";"6948,32";"0,00";"Construcción"
"Uruguay";"2024";"SF";"53,71";"6948,32";"0,77";"Seguros y pensiones"
"Uruguay";"2024";"SG";"346,53";"6948,32";"4,99";"Financieros"
"Uruguay";"2024";"SH";"114,63";"6948,32";"1,65";"Propiedad intelectual"
"Uruguay";"2024";"SI";"1354,04";"6948,32";"19,49";"Telecom., informática e información"
"Uruguay";"2024";"SJ";"1922,73";"6948,32";"27,67";"Otros servicios empresariales"
"Uruguay";"2024";"SK";"98,82";"6948,32";"1,42";"Personales, culturales y recreativos"
"Uruguay";"2024";"SL";"59,11";"6948,32";"0,85";"Bienes y servicios del gobierno"
