"Pais";"Year";"Item_code";"valor";"total";"participacion";"Servicio"
"Argentina";"2005";"SA";"0,00";"6458,06";"0,00";"Manufactura sobre insumos de terceros"
"Argentina";"2005";"SB";"0,00";"6458,06";"0,00";"Mantenimiento y reparación"
"Argentina";"2005";"SC";"1304,41";"6458,06";"20,20";"Transporte"
"Argentina";"2005";"SD";"2729,10";"6458,06";"42,26";"Viajes"
"Argentina";"2005";"SE";"45,70";"6458,06";"0,71";"Construcción"
"Argentina";"2005";"SF";"0,00";"6458,06";"0,00";"Seguros y pensiones"
"Argentina";"2005";"SG";"3,74";"6458,06";"0,06";"Financieros"
"Argentina";"2005";"SH";"51,08";"6458,06";"0,79";"Propiedad intelectual"
"Argentina";"2005";"SI";"407,86";"6458,06";"6,32";"Telecom., informática e información"
"Argentina";"2005";"SJ";"1597,94";"6458,06";"24,74";"Otros servicios empresariales"
"Argentina";"2005";"SK";"203,02";"6458,06";"3,14";"Personales, culturales y recreativos"
"Argentina";"2005";"SL";"115,21";"6458,06";"1,78";"Bienes y servicios del gobierno"
"Argentina";"2006";"SA";"5,74";"7911,02";"0,07";"Manufactura sobre insumos de terceros"
"Argentina";"2006";"SB";"61,42";"7911,02";"0,78";"Mantenimiento y reparación"
"Argentina";"2006";"SC";"1440,18";"7911,02";"18,20";"Transporte"
"Argentina";"2006";"SD";"3351,27";"7911,02";"42,36";"Viajes"
"Argentina";"2006";"SE";"20,10";"7911,02";"0,25";"Construcción"
"Argentina";"2006";"SF";"9,45";"7911,02";"0,12";"Seguros y pensiones"
"Argentina";"2006";"SG";"118,03";"7911,02";"1,49";"Financieros"
"Argentina";"2006";"SH";"80,51";"7911,02";"1,02";"Propiedad intelectual"
"Argentina";"2006";"SI";"563,43";"7911,02";"7,12";"Telecom., informática e información"
"Argentina";"2006";"SJ";"1897,61";"7911,02";"23,99";"Otros servicios empresariales"
"Argentina";"2006";"SK";"239,20";"7911,02";"3,02";"Personales, culturales y recreativos"
"Argentina";"2006";"SL";"124,05";"7911,02";"1,57";"Bienes y servicios del gobierno"
"Argentina";"2007";"SA";"6,09";"10045,74";"0,06";"Manufactura sobre insumos de terceros"
"Argentina";"2007";"SB";"77,41";"10045,74";"0,77";"Mantenimiento y reparación"
"Argentina";"2007";"SC";"1715,24";"10045,74";"17,07";"Transporte"
"Argentina";"2007";"SD";"4325,19";"10045,74";"43,05";"Viajes"
"Argentina";"2007";"SE";"38,39";"10045,74";"0,38";"Construcción"
"Argentina";"2007";"SF";"9,53";"10045,74";"0,09";"Seguros y pensiones"
"Argentina";"2007";"SG";"156,83";"10045,74";"1,56";"Financieros"
"Argentina";"2007";"SH";"96,69";"10045,74";"0,96";"Propiedad intelectual"
"Argentina";"2007";"SI";"806,87";"10045,74";"8,03";"Telecom., informática e información"
"Argentina";"2007";"SJ";"2401,83";"10045,74";"23,91";"Otros servicios empresariales"
"Argentina";"2007";"SK";"281,38";"10045,74";"2,80";"Personales, culturales y recreativos"
"Argentina";"2007";"SL";"130,28";"10045,74";"1,30";"Bienes y servicios del gobierno"
"Argentina";"2008";"SA";"9,09";"11424,15";"0,08";"Manufactura sobre insumos de terceros"
"Argentina";"2008";"SB";"102,42";"11424,15";"0,90";"Mantenimiento y reparación"
"Argentina";"2008";"SC";"1734,59";"11424,15";"15,18";"Transporte"
"Argentina";"2008";"SD";"4664,07";"11424,15";"40,83";"Viajes"
"Argentina";"2008";"SE";"19,17";"11424,15";"0,17";"Construcción"
"Argentina";"2008";"SF";"11,95";"11424,15";"0,10";"Seguros y pensiones"
"Argentina";"2008";"SG";"157,75";"11424,15";"1,38";"Financieros"
"Argentina";"2008";"SH";"99,37";"11424,15";"0,87";"Propiedad intelectual"
"Argentina";"2008";"SI";"1103,56";"11424,15";"9,66";"Telecom., informática e información"
"Argentina";"2008";"SJ";"3019,93";"11424,15";"26,43";"Otros servicios empresariales"
"Argentina";"2008";"SK";"350,90";"11424,15";"3,07";"Personales, culturales y recreativos"
"Argentina";"2008";"SL";"151,34";"11424,15";"1,32";"Bienes y servicios del gobierno"
"Argentina";"2009";"SA";"5,48";"10544,62";"0,05";"Manufactura sobre insumos de terceros"
"Argentina";"2009";"SB";"112,13";"10544,62";"1,06";"Mantenimiento y reparación"
"Argentina";"2009";"SC";"1526,62";"10544,62";"14,48";"Transporte"
"Argentina";"2009";"SD";"3988,86";"10544,62";"37,83";"Viajes"
"Argentina";"2009";"SE";"6,24";"10544,62";"0,06";"Construcción"
"Argentina";"2009";"SF";"15,14";"10544,62";"0,14";"Seguros y pensiones"
"Argentina";"2009";"SG";"106,88";"10544,62";"1,01";"Financieros"
"Argentina";"2009";"SH";"105,97";"10544,62";"1,00";"Propiedad intelectual"
"Argentina";"2009";"SI";"1187,84";"10544,62";"11,26";"Telecom., informática e información"
"Argentina";"2009";"SJ";"3056,52";"10544,62";"28,99";"Otros servicios empresariales"
"Argentina";"2009";"SK";"297,33";"10544,62";"2,82";"Personales, culturales y recreativos"
"Argentina";"2009";"SL";"135,62";"10544,62";"1,29";"Bienes y servicios del gobierno"
"Argentina";"2010";"SA";"3,86";"12817,14";"0,03";"Manufactura sobre insumos de terceros"
"Argentina";"2010";"SB";"120,03";"12817,14";"0,94";"Mantenimiento y reparación"
"Argentina";"2010";"SC";"1977,06";"12817,14";"15,43";"Transporte"
"Argentina";"2010";"SD";"4989,21";"12817,14";"38,93";"Viajes"
"Argentina";"2010";"SE";"14,71";"12817,14";"0,11";"Construcción"
"Argentina";"2010";"SF";"21,24";"12817,14";"0,17";"Seguros y pensiones"
"Argentina";"2010";"SG";"170,48";"12817,14";"1,33";"Financieros"
"Argentina";"2010";"SH";"152,19";"12817,14";"1,19";"Propiedad intelectual"
"Argentina";"2010";"SI";"1410,14";"12817,14";"11,00";"Telecom., informática e información"
"Argentina";"2010";"SJ";"3464,54";"12817,14";"27,03";"Otros servicios empresariales"
"Argentina";"2010";"SK";"307,97";"12817,14";"2,40";"Personales, culturales y recreativos"
"Argentina";"2010";"SL";"185,73";"12817,14";"1,45";"Bienes y servicios del gobierno"
"Argentina";"2011";"SA";"4,81";"14496,98";"0,03";"Manufactura sobre insumos de terceros"
"Argentina";"2011";"SB";"139,02";"14496,98";"0,96";"Mantenimiento y reparación"
"Argentina";"2011";"SC";"2146,42";"14496,98";"14,81";"Transporte"
"Argentina";"2011";"SD";"5430,95";"14496,98";"37,46";"Viajes"
"Argentina";"2011";"SE";"9,15";"14496,98";"0,06";"Construcción"
"Argentina";"2011";"SF";"28,87";"14496,98";"0,20";"Seguros y pensiones"
"Argentina";"2011";"SG";"101,35";"14496,98";"0,70";"Financieros"
"Argentina";"2011";"SH";"155,40";"14496,98";"1,07";"Propiedad intelectual"
"Argentina";"2011";"SI";"1800,88";"14496,98";"12,42";"Telecom., informática e información"
"Argentina";"2011";"SJ";"4129,44";"14496,98";"28,48";"Otros servicios empresariales"
"Argentina";"2011";"SK";"349,46";"14496,98";"2,41";"Personales, culturales y recreativos"
"Argentina";"2011";"SL";"201,23";"14496,98";"1,39";"Bienes y servicios del gobierno"
"Argentina";"2012";"SA";"4,25";"14247,10";"0,03";"Manufactura sobre insumos de terceros"
"Argentina";"2012";"SB";"142,89";"14247,10";"1,00";"Mantenimiento y reparación"
"Argentina";"2012";"SC";"2304,11";"14247,10";"16,17";"Transporte"
"Argentina";"2012";"SD";"5013,73";"14247,10";"35,19";"Viajes"
"Argentina";"2012";"SE";"14,38";"14247,10";"0,10";"Construcción"
"Argentina";"2012";"SF";"25,37";"14247,10";"0,18";"Seguros y pensiones"
"Argentina";"2012";"SG";"100,95";"14247,10";"0,71";"Financieros"
"Argentina";"2012";"SH";"158,15";"14247,10";"1,11";"Propiedad intelectual"
"Argentina";"2012";"SI";"1754,22";"14247,10";"12,31";"Telecom., informática e información"
"Argentina";"2012";"SJ";"4259,62";"14247,10";"29,90";"Otros servicios empresariales"
"Argentina";"2012";"SK";"270,01";"14247,10";"1,90";"Personales, culturales y recreativos"
"Argentina";"2012";"SL";"199,41";"14247,10";"1,40";"Bienes y servicios del gobierno"
"Argentina";"2013";"SA";"3,12";"13679,89";"0,02";"Manufactura sobre insumos de terceros"
"Argentina";"2013";"SB";"126,81";"13679,89";"0,93";"Mantenimiento y reparación"
"Argentina";"2013";"SC";"2511,35";"13679,89";"18,36";"Transporte"
"Argentina";"2013";"SD";"4524,64";"13679,89";"33,08";"Viajes"
"Argentina";"2013";"SE";"1,89";"13679,89";"0,01";"Construcción"
"Argentina";"2013";"SF";"24,79";"13679,89";"0,18";"Seguros y pensiones"
"Argentina";"2013";"SG";"81,18";"13679,89";"0,59";"Financieros"
"Argentina";"2013";"SH";"179,90";"13679,89";"1,32";"Propiedad intelectual"
"Argentina";"2013";"SI";"1730,27";"13679,89";"12,65";"Telecom., informática e información"
"Argentina";"2013";"SJ";"4057,98";"13679,89";"29,66";"Otros servicios empresariales"
"Argentina";"2013";"SK";"245,20";"13679,89";"1,79";"Personales, culturales y recreativos"
"Argentina";"2013";"SL";"192,75";"13679,89";"1,41";"Bienes y servicios del gobierno"
"Argentina";"2014";"SA";"4,72";"13396,37";"0,04";"Manufactura sobre insumos de terceros"
"Argentina";"2014";"SB";"110,21";"13396,37";"0,82";"Mantenimiento y reparación"
"Argentina";"2014";"SC";"2455,74";"13396,37";"18,33";"Transporte"
"Argentina";"2014";"SD";"4960,05";"13396,37";"37,03";"Viajes"
"Argentina";"2014";"SE";"2,65";"13396,37";"0,02";"Construcción"
"Argentina";"2014";"SF";"27,28";"13396,37";"0,20";"Seguros y pensiones"
"Argentina";"2014";"SG";"60,18";"13396,37";"0,45";"Financieros"
"Argentina";"2014";"SH";"174,21";"13396,37";"1,30";"Propiedad intelectual"
"Argentina";"2014";"SI";"1443,46";"13396,37";"10,78";"Telecom., informática e información"
"Argentina";"2014";"SJ";"3739,98";"13396,37";"27,92";"Otros servicios empresariales"
"Argentina";"2014";"SK";"211,36";"13396,37";"1,58";"Personales, culturales y recreativos"
"Argentina";"2014";"SL";"206,53";"13396,37";"1,54";"Bienes y servicios del gobierno"
"Argentina";"2015";"SA";"3,06";"13213,51";"0,02";"Manufactura sobre insumos de terceros"
"Argentina";"2015";"SB";"101,44";"13213,51";"0,77";"Mantenimiento y reparación"
"Argentina";"2015";"SC";"2329,78";"13213,51";"17,63";"Transporte"
"Argentina";"2015";"SD";"4926,95";"13213,51";"37,29";"Viajes"
"Argentina";"2015";"SE";"9,11";"13213,51";"0,07";"Construcción"
"Argentina";"2015";"SF";"25,06";"13213,51";"0,19";"Seguros y pensiones"
"Argentina";"2015";"SG";"57,05";"13213,51";"0,43";"Financieros"
"Argentina";"2015";"SH";"161,75";"13213,51";"1,22";"Propiedad intelectual"
"Argentina";"2015";"SI";"1473,50";"13213,51";"11,15";"Telecom., informática e información"
"Argentina";"2015";"SJ";"3688,36";"13213,51";"27,91";"Otros servicios empresariales"
"Argentina";"2015";"SK";"229,48";"13213,51";"1,74";"Personales, culturales y recreativos"
"Argentina";"2015";"SL";"207,97";"13213,51";"1,57";"Bienes y servicios del gobierno"
"Argentina";"2016";"SA";"1,61";"13424,71";"0,01";"Manufactura sobre insumos de terceros"
"Argentina";"2016";"SB";"95,88";"13424,71";"0,71";"Mantenimiento y reparación"
"Argentina";"2016";"SC";"2022,38";"13424,71";"15,06";"Transporte"
"Argentina";"2016";"SD";"4966,91";"13424,71";"37,00";"Viajes"
"Argentina";"2016";"SE";"1,57";"13424,71";"0,01";"Construcción"
"Argentina";"2016";"SF";"36,71";"13424,71";"0,27";"Seguros y pensiones"
"Argentina";"2016";"SG";"91,47";"13424,71";"0,68";"Financieros"
"Argentina";"2016";"SH";"168,81";"13424,71";"1,26";"Propiedad intelectual"
"Argentina";"2016";"SI";"1634,17";"13424,71";"12,17";"Telecom., informática e información"
"Argentina";"2016";"SJ";"3966,29";"13424,71";"29,54";"Otros servicios empresariales"
"Argentina";"2016";"SK";"256,56";"13424,71";"1,91";"Personales, culturales y recreativos"
"Argentina";"2016";"SL";"182,36";"13424,71";"1,36";"Bienes y servicios del gobierno"
"Argentina";"2017";"SA";"5,56";"15506,20";"0,04";"Manufactura sobre insumos de terceros"
"Argentina";"2017";"SB";"92,41";"15506,20";"0,60";"Mantenimiento y reparación"
"Argentina";"2017";"SC";"1926,82";"15506,20";"12,43";"Transporte"
"Argentina";"2017";"SD";"5369,62";"15506,20";"34,63";"Viajes"
"Argentina";"2017";"SE";"4,35";"15506,20";"0,03";"Construcción"
"Argentina";"2017";"SF";"41,41";"15506,20";"0,27";"Seguros y pensiones"
"Argentina";"2017";"SG";"140,72";"15506,20";"0,91";"Financieros"
"Argentina";"2017";"SH";"356,50";"15506,20";"2,30";"Propiedad intelectual"
"Argentina";"2017";"SI";"2227,69";"15506,20";"14,37";"Telecom., informática e información"
"Argentina";"2017";"SJ";"4647,73";"15506,20";"29,97";"Otros servicios empresariales"
"Argentina";"2017";"SK";"461,29";"15506,20";"2,97";"Personales, culturales y recreativos"
"Argentina";"2017";"SL";"232,10";"15506,20";"1,50";"Bienes y servicios del gobierno"
"Argentina";"2018";"SA";"0,53";"15342,16";"0,00";"Manufactura sobre insumos de terceros"
"Argentina";"2018";"SB";"130,34";"15342,16";"0,85";"Mantenimiento y reparación"
"Argentina";"2018";"SC";"1935,96";"15342,16";"12,62";"Transporte"
"Argentina";"2018";"SD";"5562,81";"15342,16";"36,26";"Viajes"
"Argentina";"2018";"SE";"0,00";"15342,16";"0,00";"Construcción"
"Argentina";"2018";"SF";"44,44";"15342,16";"0,29";"Seguros y pensiones"
"Argentina";"2018";"SG";"195,49";"15342,16";"1,27";"Financieros"
"Argentina";"2018";"SH";"321,05";"15342,16";"2,09";"Propiedad intelectual"
"Argentina";"2018";"SI";"2240,25";"15342,16";"14,60";"Telecom., informática e información"
"Argentina";"2018";"SJ";"4220,58";"15342,16";"27,51";"Otros servicios empresariales"
"Argentina";"2018";"SK";"473,67";"15342,16";"3,09";"Personales, culturales y recreativos"
"Argentina";"2018";"SL";"217,03";"15342,16";"1,41";"Bienes y servicios del gobierno"
"Argentina";"2019";"SA";"0,00";"14802,42";"0,00";"Manufactura sobre insumos de terceros"
"Argentina";"2019";"SB";"116,96";"14802,42";"0,79";"Mantenimiento y reparación"
"Argentina";"2019";"SC";"1920,95";"14802,42";"12,98";"Transporte"
"Argentina";"2019";"SD";"5240,66";"14802,42";"35,40";"Viajes"
"Argentina";"2019";"SE";"0,28";"14802,42";"0,00";"Construcción"
"Argentina";"2019";"SF";"45,26";"14802,42";"0,31";"Seguros y pensiones"
"Argentina";"2019";"SG";"198,11";"14802,42";"1,34";"Financieros"
"Argentina";"2019";"SH";"284,49";"14802,42";"1,92";"Propiedad intelectual"
"Argentina";"2019";"SI";"2090,39";"14802,42";"14,12";"Telecom., informática e información"
"Argentina";"2019";"SJ";"4260,70";"14802,42";"28,78";"Otros servicios empresariales"
"Argentina";"2019";"SK";"452,81";"14802,42";"3,06";"Personales, culturales y recreativos"
"Argentina";"2019";"SL";"191,82";"14802,42";"1,30";"Bienes y servicios del gobierno"
"Argentina";"2020";"SA";"0,00";"9491,74";"0,00";"Manufactura sobre insumos de terceros"
"Argentina";"2020";"SB";"65,26";"9491,74";"0,69";"Mantenimiento y reparación"
"Argentina";"2020";"SC";"1250,22";"9491,74";"13,17";"Transporte"
"Argentina";"2020";"SD";"1727,47";"9491,74";"18,20";"Viajes"
"Argentina";"2020";"SE";"0,90";"9491,74";"0,01";"Construcción"
"Argentina";"2020";"SF";"34,66";"9491,74";"0,37";"Seguros y pensiones"
"Argentina";"2020";"SG";"184,53";"9491,74";"1,94";"Financieros"
"Argentina";"2020";"SH";"209,35";"9491,74";"2,21";"Propiedad intelectual"
"Argentina";"2020";"SI";"1992,58";"9491,74";"20,99";"Telecom., informática e información"
"Argentina";"2020";"SJ";"3536,77";"9491,74";"37,26";"Otros servicios empresariales"
"Argentina";"2020";"SK";"324,06";"9491,74";"3,41";"Personales, culturales y recreativos"
"Argentina";"2020";"SL";"165,93";"9491,74";"1,75";"Bienes y servicios del gobierno"
"Argentina";"2021";"SA";"0,00";"9588,74";"0,00";"Manufactura sobre insumos de terceros"
"Argentina";"2021";"SB";"69,83";"9588,74";"0,73";"Mantenimiento y reparación"
"Argentina";"2021";"SC";"1687,64";"9588,74";"17,60";"Transporte"
"Argentina";"2021";"SD";"394,20";"9588,74";"4,11";"Viajes"
"Argentina";"2021";"SE";"0,18";"9588,74";"0,00";"Construcción"
"Argentina";"2021";"SF";"37,16";"9588,74";"0,39";"Seguros y pensiones"
"Argentina";"2021";"SG";"148,97";"9588,74";"1,55";"Financieros"
"Argentina";"2021";"SH";"245,92";"9588,74";"2,56";"Propiedad intelectual"
"Argentina";"2021";"SI";"2360,13";"9588,74";"24,61";"Telecom., informática e información"
"Argentina";"2021";"SJ";"4065,92";"9588,74";"42,40";"Otros servicios empresariales"
"Argentina";"2021";"SK";"394,97";"9588,74";"4,12";"Personales, culturales y recreativos"
"Argentina";"2021";"SL";"183,81";"9588,74";"1,92";"Bienes y servicios del gobierno"
"Argentina";"2022";"SA";"0,00";"14413,68";"0,00";"Manufactura sobre insumos de terceros"
"Argentina";"2022";"SB";"57,78";"14413,68";"0,40";"Mantenimiento y reparación"
"Argentina";"2022";"SC";"2175,74";"14413,68";"15,09";"Transporte"
"Argentina";"2022";"SD";"3473,52";"14413,68";"24,10";"Viajes"
"Argentina";"2022";"SE";"0,41";"14413,68";"0,00";"Construcción"
"Argentina";"2022";"SF";"46,82";"14413,68";"0,32";"Seguros y pensiones"
"Argentina";"2022";"SG";"194,83";"14413,68";"1,35";"Financieros"
"Argentina";"2022";"SH";"255,30";"14413,68";"1,77";"Propiedad intelectual"
"Argentina";"2022";"SI";"2714,65";"14413,68";"18,83";"Telecom., informática e información"
"Argentina";"2022";"SJ";"4873,68";"14413,68";"33,81";"Otros servicios empresariales"
"Argentina";"2022";"SK";"431,20";"14413,68";"2,99";"Personales, culturales y recreativos"
"Argentina";"2022";"SL";"189,75";"14413,68";"1,32";"Bienes y servicios del gobierno"
"Argentina";"2023";"SA";"0,00";"16110,57";"0,00";"Manufactura sobre insumos de terceros"
"Argentina";"2023";"SB";"70,87";"16110,57";"0,44";"Mantenimiento y reparación"
"Argentina";"2023";"SC";"1978,72";"16110,57";"12,28";"Transporte"
"Argentina";"2023";"SD";"5486,32";"16110,57";"34,05";"Viajes"
"Argentina";"2023";"SE";"17,57";"16110,57";"0,11";"Construcción"
"Argentina";"2023";"SF";"44,46";"16110,57";"0,28";"Seguros y pensiones"
"Argentina";"2023";"SG";"183,07";"16110,57";"1,14";"Financieros"
"Argentina";"2023";"SH";"250,59";"16110,57";"1,56";"Propiedad intelectual"
"Argentina";"2023";"SI";"2449,01";"16110,57";"15,20";"Telecom., informática e información"
"Argentina";"2023";"SJ";"5082,84";"16110,57";"31,55";"Otros servicios empresariales"
"Argentina";"2023";"SK";"356,41";"16110,57";"2,21";"Personales, culturales y recreativos"
"Argentina";"2023";"SL";"190,70";"16110,57";"1,18";"Bienes y servicios del gobierno"
"Argentina";"2024";"SA";"0,00";"17122,41";"0,00";"Manufactura sobre insumos de terceros"
"Argentina";"2024";"SB";"91,45";"17122,41";"0,53";"Mantenimiento y reparación"
"Argentina";"2024";"SC";"2197,37";"17122,41";"12,83";"Transporte"
"Argentina";"2024";"SD";"4959,24";"17122,41";"28,96";"Viajes"
"Argentina";"2024";"SE";"13,90";"17122,41";"0,08";"Construcción"
"Argentina";"2024";"SF";"53,92";"17122,41";"0,31";"Seguros y pensiones"
"Argentina";"2024";"SG";"185,37";"17122,41";"1,08";"Financieros"
"Argentina";"2024";"SH";"280,30";"17122,41";"1,64";"Propiedad intelectual"
"Argentina";"2024";"SI";"2810,03";"17122,41";"16,41";"Telecom., informática e información"
"Argentina";"2024";"SJ";"5916,54";"17122,41";"34,55";"Otros servicios empresariales"
"Argentina";"2024";"SK";"369,64";"17122,41";"2,16";"Personales, culturales y recreativos"
"Argentina";"2024";"SL";"244,65";"17122,41";"1,43";"Bienes y servicios del gobierno"
"Brasil";"2005";"SA";"0,00";"14762,69";"0,00";"Manufactura sobre insumos de terceros"
"Brasil";"2005";"SB";"6,44";"14762,69";"0,04";"Mantenimiento y reparación"
"Brasil";"2005";"SC";"2605,62";"14762,69";"17,65";"Transporte"
"Brasil";"2005";"SD";"3861,44";"14762,69";"26,16";"Viajes"
"Brasil";"2005";"SE";"8,03";"14762,69";"0,05";"Construcción"
"Brasil";"2005";"SF";"134,15";"14762,69";"0,91";"Seguros y pensiones"
"Brasil";"2005";"SG";"507,17";"14762,69";"3,44";"Financieros"
"Brasil";"2005";"SH";"101,66";"14762,69";"0,69";"Propiedad intelectual"
"Brasil";"2005";"SI";"319,36";"14762,69";"2,16";"Telecom., informática e información"
"Brasil";"2005";"SJ";"5971,20";"14762,69";"40,45";"Otros servicios empresariales"
"Brasil";"2005";"SK";"55,80";"14762,69";"0,38";"Personales, culturales y recreativos"
"Brasil";"2005";"SL";"1191,82";"14762,69";"8,07";"Bienes y servicios del gobierno"
"Brasil";"2006";"SA";"0,00";"17730,53";"0,00";"Manufactura sobre insumos de terceros"
"Brasil";"2006";"SB";"8,08";"17730,53";"0,05";"Mantenimiento y reparación"
"Brasil";"2006";"SC";"2797,81";"17730,53";"15,78";"Transporte"
"Brasil";"2006";"SD";"4315,88";"17730,53";"24,34";"Viajes"
"Brasil";"2006";"SE";"22,55";"17730,53";"0,13";"Construcción"
"Brasil";"2006";"SF";"324,46";"17730,53";"1,83";"Seguros y pensiones"
"Brasil";"2006";"SG";"751,04";"17730,53";"4,24";"Financieros"
"Brasil";"2006";"SH";"150,31";"17730,53";"0,85";"Propiedad intelectual"
"Brasil";"2006";"SI";"291,15";"17730,53";"1,64";"Telecom., informática e información"
"Brasil";"2006";"SJ";"7471,28";"17730,53";"42,14";"Otros servicios empresariales"
"Brasil";"2006";"SK";"81,25";"17730,53";"0,46";"Personales, culturales y recreativos"
"Brasil";"2006";"SL";"1516,72";"17730,53";"8,55";"Bienes y servicios del gobierno"
"Brasil";"2007";"SA";"0,00";"21824,00";"0,00";"Manufactura sobre insumos de terceros"
"Brasil";"2007";"SB";"7,74";"21824,00";"0,04";"Mantenimiento y reparación"
"Brasil";"2007";"SC";"3215,41";"21824,00";"14,73";"Transporte"
"Brasil";"2007";"SD";"4952,96";"21824,00";"22,70";"Viajes"
"Brasil";"2007";"SE";"16,62";"21824,00";"0,08";"Construcción"
"Brasil";"2007";"SF";"542,82";"21824,00";"2,49";"Seguros y pensiones"
"Brasil";"2007";"SG";"1090,05";"21824,00";"4,99";"Financieros"
"Brasil";"2007";"SH";"319,41";"21824,00";"1,46";"Propiedad intelectual"
"Brasil";"2007";"SI";"419,44";"21824,00";"1,92";"Telecom., informática e información"
"Brasil";"2007";"SJ";"9846,68";"21824,00";"45,12";"Otros servicios empresariales"
"Brasil";"2007";"SK";"73,31";"21824,00";"0,34";"Personales, culturales y recreativos"
"Brasil";"2007";"SL";"1339,55";"21824,00";"6,14";"Bienes y servicios del gobierno"
"Brasil";"2008";"SA";"0,00";"27985,43";"0,00";"Manufactura sobre insumos de terceros"
"Brasil";"2008";"SB";"12,28";"27985,43";"0,04";"Mantenimiento y reparación"
"Brasil";"2008";"SC";"4512,95";"27985,43";"16,13";"Transporte"
"Brasil";"2008";"SD";"5785,03";"27985,43";"20,67";"Viajes"
"Brasil";"2008";"SE";"22,86";"27985,43";"0,08";"Construcción"
"Brasil";"2008";"SF";"828,09";"27985,43";"2,96";"Seguros y pensiones"
"Brasil";"2008";"SG";"1237,58";"27985,43";"4,42";"Financieros"
"Brasil";"2008";"SH";"465,44";"27985,43";"1,66";"Propiedad intelectual"
"Brasil";"2008";"SI";"640,65";"27985,43";"2,29";"Telecom., informática e información"
"Brasil";"2008";"SJ";"12765,69";"27985,43";"45,62";"Otros servicios empresariales"
"Brasil";"2008";"SK";"86,39";"27985,43";"0,31";"Personales, culturales y recreativos"
"Brasil";"2008";"SL";"1628,47";"27985,43";"5,82";"Bienes y servicios del gobierno"
"Brasil";"2009";"SA";"0,00";"25195,31";"0,00";"Manufactura sobre insumos de terceros"
"Brasil";"2009";"SB";"20,61";"25195,31";"0,08";"Mantenimiento y reparación"
"Brasil";"2009";"SC";"3152,57";"25195,31";"12,51";"Transporte"
"Brasil";"2009";"SD";"5304,56";"25195,31";"21,05";"Viajes"
"Brasil";"2009";"SE";"14,27";"25195,31";"0,06";"Construcción"
"Brasil";"2009";"SF";"372,62";"25195,31";"1,48";"Seguros y pensiones"
"Brasil";"2009";"SG";"1570,39";"25195,31";"6,23";"Financieros"
"Brasil";"2009";"SH";"433,81";"25195,31";"1,72";"Propiedad intelectual"
"Brasil";"2009";"SI";"537,91";"25195,31";"2,13";"Telecom., informática e información"
"Brasil";"2009";"SJ";"12224,95";"25195,31";"48,52";"Otros servicios empresariales"
"Brasil";"2009";"SK";"80,43";"25195,31";"0,32";"Personales, culturales y recreativos"
"Brasil";"2009";"SL";"1483,19";"25195,31";"5,89";"Bienes y servicios del gobierno"
"Brasil";"2010";"SA";"0,00";"30060,85";"0,00";"Manufactura sobre insumos de terceros"
"Brasil";"2010";"SB";"346,85";"30060,85";"1,15";"Mantenimiento y reparación"
"Brasil";"2010";"SC";"3745,47";"30060,85";"12,46";"Transporte"
"Brasil";"2010";"SD";"5261,03";"30060,85";"17,50";"Viajes"
"Brasil";"2010";"SE";"0,00";"30060,85";"0,00";"Construcción"
"Brasil";"2010";"SF";"416,03";"30060,85";"1,38";"Seguros y pensiones"
"Brasil";"2010";"SG";"1699,37";"30060,85";"5,65";"Financieros"
"Brasil";"2010";"SH";"189,61";"30060,85";"0,63";"Propiedad intelectual"
"Brasil";"2010";"SI";"611,18";"30060,85";"2,03";"Telecom., informática e información"
"Brasil";"2010";"SJ";"13905,60";"30060,85";"46,26";"Otros servicios empresariales"
"Brasil";"2010";"SK";"2358,63";"30060,85";"7,85";"Personales, culturales y recreativos"
"Brasil";"2010";"SL";"1527,09";"30060,85";"5,08";"Bienes y servicios del gobierno"
"Brasil";"2011";"SA";"0,00";"36436,72";"0,00";"Manufactura sobre insumos de terceros"
"Brasil";"2011";"SB";"499,30";"36436,72";"1,37";"Mantenimiento y reparación"
"Brasil";"2011";"SC";"4415,51";"36436,72";"12,12";"Transporte"
"Brasil";"2011";"SD";"6094,69";"36436,72";"16,73";"Viajes"
"Brasil";"2011";"SE";"0,00";"36436,72";"0,00";"Construcción"
"Brasil";"2011";"SF";"504,57";"36436,72";"1,38";"Seguros y pensiones"
"Brasil";"2011";"SG";"2477,62";"36436,72";"6,80";"Financieros"
"Brasil";"2011";"SH";"300,80";"36436,72";"0,83";"Propiedad intelectual"
"Brasil";"2011";"SI";"523,45";"36436,72";"1,44";"Telecom., informática e información"
"Brasil";"2011";"SJ";"17125,95";"36436,72";"47,00";"Otros servicios empresariales"
"Brasil";"2011";"SK";"2720,74";"36436,72";"7,47";"Personales, culturales y recreativos"
"Brasil";"2011";"SL";"1774,09";"36436,72";"4,87";"Bienes y servicios del gobierno"
"Brasil";"2012";"SA";"0,00";"38195,68";"0,00";"Manufactura sobre insumos de terceros"
"Brasil";"2012";"SB";"384,69";"38195,68";"1,01";"Mantenimiento y reparación"
"Brasil";"2012";"SC";"4142,61";"38195,68";"10,85";"Transporte"
"Brasil";"2012";"SD";"6378,06";"38195,68";"16,70";"Viajes"
"Brasil";"2012";"SE";"0,00";"38195,68";"0,00";"Construcción"
"Brasil";"2012";"SF";"540,70";"38195,68";"1,42";"Seguros y pensiones"
"Brasil";"2012";"SG";"2459,94";"38195,68";"6,44";"Financieros"
"Brasil";"2012";"SH";"276,42";"38195,68";"0,72";"Propiedad intelectual"
