Reporter,type_Reporter,Partner,type_Partner,Flow,Item_code,type_Item,Year,Reported_value,Final_value,Final_value_methodology,Balanced_value
BR,c,WL,g,X,SA,s,2010,0,0,R_NAT,55.963117
BR,c,WL,g,X,SB,s,2010,346.8532,346.8532,R_NAT,961.944573
BR,c,WL,g,X,SC,s,2010,3745.4673,3745.4673,R_NAT,7464.208539
BR,c,WL,g,X,SD,s,2010,5261.0258,5261.0258,R_NAT,5358.215248
BR,c,WL,g,X,SE,s,2010,0,0,R_NAT,470.514923
BR,c,WL,g,X,SF,s,2010,416.0301,416.0301,R_NAT,460.944904
BR,c,WL,g,X,SG,s,2010,1699.3672,1699.3672,R_NAT,1561.308703
BR,c,WL,g,X,SH,s,2010,189.606,189.606,R_NAT,365.073375
BR,c,WL,g,X,SI,s,2010,611.1844,611.1844,R_NAT,1005.190211
BR,c,WL,g,X,SJ,s,2010,13905.5956,13905.5956,R_NAT,9094.429983
BR,c,WL,g,X,SK,s,2010,2358.6282,2358.6282,R_NAT,1297.470203
BR,c,WL,g,X,SL,s,2010,1527.0909,1527.0909,R_NAT,838.961345
BR,c,WL,g,X,S,s,2011,36436.7205,36436.7205,R_NAT,34711.165311
BR,c,WL,g,X,SA,s,2011,0,0,R_NAT,72.014485
BR,c,WL,g,X,SB,s,2011,499.2973,499.2973,R_NAT,1113.343061
BR,c,WL,g,X,SC,s,2011,4415.5122,4415.5122,R_NAT,9194.68754
BR,c,WL,g,X,SD,s,2011,6094.6932,6094.6932,R_NAT,5687.761989
BR,c,WL,g,X,SE,s,2011,0,0,R_NAT,578.114608
BR,c,WL,g,X,SF,s,2011,504.5682,504.5682,R_NAT,566.43862
BR,c,WL,g,X,SG,s,2011,2477.6247,2477.6247,R_NAT,1957.810749
BR,c,WL,g,X,SH,s,2011,300.8,300.8,R_NAT,364.733841
BR,c,WL,g,X,SI,s,2011,523.4491,523.4491,R_NAT,1109.746204
BR,c,WL,g,X,SJ,s,2011,17125.9457,17125.9457,R_NAT,11426.036105
BR,c,WL,g,X,SK,s,2011,2720.7403,2720.7403,R_NAT,1619.565147
BR,c,WL,g,X,SL,s,2011,1774.0898,1774.0898,R_NAT,1020.912963
BR,c,WL,g,X,S,s,2012,38195.6782,38195.6782,R_NAT,35974.815244
BR,c,WL,g,X,SA,s,2012,0,0,R_NAT,110.727702
BR,c,WL,g,X,SB,s,2012,384.691101,384.691101,R_NAT,1057.208795
BR,c,WL,g,X,SC,s,2012,4142.611511,4142.611511,R_NAT,9516.334949
BR,c,WL,g,X,SD,s,2012,6378.062017,6378.062017,R_NAT,5771.85026
BR,c,WL,g,X,SE,s,2012,0,0,R_NAT,503.992773
BR,c,WL,g,X,SF,s,2012,540.698901,540.698901,R_NAT,588.41686
BR,c,WL,g,X,SG,s,2012,2459.944306,2459.944306,R_NAT,1911.043435
BR,c,WL,g,X,SH,s,2012,276.418401,276.418401,R_NAT,363.333938
BR,c,WL,g,X,SI,s,2012,731.699202,731.699202,R_NAT,1310.390273
BR,c,WL,g,X,SJ,s,2012,18581.671749,18581.671749,R_NAT,12295.911559
BR,c,WL,g,X,SK,s,2012,2957.260608,2957.260608,R_NAT,1576.69208
BR,c,WL,g,X,SL,s,2012,1742.620405,1742.620405,R_NAT,968.912619
BR,c,WL,g,X,S,s,2013,37630.6358,37630.6358,R_NAT,35841.16344
BR,c,WL,g,X,SA,s,2013,0,0,R_NAT,109.722224
BR,c,WL,g,X,SB,s,2013,525.6272,525.6272,R_NAT,1118.390163
BR,c,WL,g,X,SC,s,2013,4152.1576,4152.1576,R_NAT,9177.985476
BR,c,WL,g,X,SD,s,2013,6473.9863,6473.9863,R_NAT,5932.664992
BR,c,WL,g,X,SE,s,2013,0,0,R_NAT,361.995318
BR,c,WL,g,X,SF,s,2013,472.857,472.857,R_NAT,561.093144
BR,c,WL,g,X,SG,s,2013,2742.6164,2742.6164,R_NAT,2085.163588
BR,c,WL,g,X,SH,s,2013,368.1276,368.1276,R_NAT,474.898967
BR,c,WL,g,X,SI,s,2013,707.8846,707.8846,R_NAT,1320.293876
BR,c,WL,g,X,SJ,s,2013,17773.8694,17773.8694,R_NAT,12315.626178
BR,c,WL,g,X,SK,s,2013,2745.2405,2745.2405,R_NAT,1461.338283
BR,c,WL,g,X,SL,s,2013,1668.2692,1668.2692,R_NAT,921.991232
BR,c,WL,g,X,S,s,2014,39497.9299,39497.9299,R_NAT,38693.743493
BR,c,WL,g,X,SA,s,2014,17.6439,17.6439,R_NAT,121.031037
BR,c,WL,g,X,SB,s,2014,773.7594,773.7594,R_NAT,1554.064667
BR,c,WL,g,X,SC,s,2014,4619.3368,4619.3368,R_NAT,9424.776423
BR,c,WL,g,X,SD,s,2014,6842.6328,6842.6328,R_NAT,6525.699789
BR,c,WL,g,X,SE,s,2014,288.2696,288.2696,R_NAT,397.540537
BR,c,WL,g,X,SF,s,2014,668.7905,668.7905,R_NAT,743.767962
BR,c,WL,g,X,SG,s,2014,1175.6958,1175.6958,R_NAT,1433.830744
BR,c,WL,g,X,SH,s,2014,375.0979,375.0979,R_NAT,475.75825
BR,c,WL,g,X,SI,s,2014,1446.4553,1446.4553,R_NAT,1560.8263690000001
BR,c,WL,g,X,SJ,s,2014,21690.9353,21690.9353,R_NAT,15106.194995
BR,c,WL,g,X,SK,s,2014,680.6727,680.6727,R_NAT,653.744045
BR,c,WL,g,X,SL,s,2014,918.6399,918.6399,R_NAT,696.508676
BR,c,WL,g,X,S,s,2015,33674.7443,33674.7443,R_NAT,35517.644943
BR,c,WL,g,X,SA,s,2015,3.2723,3.2723,R_NAT,94.917886
BR,c,WL,g,X,SB,s,2015,913.0587,913.0587,R_NAT,1551.488332
BR,c,WL,g,X,SC,s,2015,3976.8397,3976.8397,R_NAT,8529.391063
BR,c,WL,g,X,SD,s,2015,5843.9545,5843.9545,R_NAT,6088.693891
BR,c,WL,g,X,SE,s,2015,52.7227,52.7227,R_NAT,236.305457
BR,c,WL,g,X,SF,s,2015,987.5518,987.5518,R_NAT,767.209092
BR,c,WL,g,X,SG,s,2015,742.3672,742.3672,R_NAT,1067.789753
BR,c,WL,g,X,SH,s,2015,581.0805,581.0805,R_NAT,595.556866
BR,c,WL,g,X,SI,s,2015,1571.4797,1571.4797,R_NAT,1558.676917
BR,c,WL,g,X,SJ,s,2015,17900.1127,17900.1127,R_NAT,13787.278594
BR,c,WL,g,X,SK,s,2015,313.6854,313.6854,R_NAT,656.87104
BR,c,WL,g,X,SL,s,2015,788.6191,788.6191,R_NAT,583.466052
BR,c,WL,g,X,S,s,2016,33053.8007,33053.8007,R_NAT,34446.028658
BR,c,WL,g,X,SA,s,2016,5.5114,5.5114,R_NAT,102.648742
BR,c,WL,g,X,SB,s,2016,795.618805,795.618805,R_NAT,923.177593
BR,c,WL,g,X,SC,s,2016,4029.855524,4029.855524,R_NAT,8558.968605
BR,c,WL,g,X,SD,s,2016,6023.798736,6023.798736,R_NAT,6182.984129
BR,c,WL,g,X,SE,s,2016,41.2345,41.2345,R_NAT,182.660278
BR,c,WL,g,X,SF,s,2016,783.649705,783.649705,R_NAT,673.276986
BR,c,WL,g,X,SG,s,2016,739.089504,739.089504,R_NAT,1259.926769
BR,c,WL,g,X,SH,s,2016,650.833704,650.833704,R_NAT,670.737767
BR,c,WL,g,X,SI,s,2016,1803.756111,1803.756111,R_NAT,1673.755013
BR,c,WL,g,X,SJ,s,2016,16880.303302,16880.303302,R_NAT,13002.378519
BR,c,WL,g,X,SK,s,2016,567.561403,567.561403,R_NAT,679.831078
BR,c,WL,g,X,SL,s,2016,732.588004,732.588004,R_NAT,535.683178
BR,c,WL,g,X,S,s,2017,33257.4272,33257.4272,R_NAT,34891.672924
BR,c,WL,g,X,SA,s,2017,6.8309,6.8309,R_NAT,105.23574
BR,c,WL,g,X,SB,s,2017,464.158501,464.158501,R_NAT,707.663924
BR,c,WL,g,X,SC,s,2017,4569.137514,4569.137514,R_NAT,9085.326973
BR,c,WL,g,X,SD,s,2017,5809.213817,5809.213817,R_NAT,6390.30829
BR,c,WL,g,X,SE,s,2017,14.4493,14.4493,R_NAT,225.868316
BR,c,WL,g,X,SF,s,2017,687.813502,687.813502,R_NAT,670.235536
BR,c,WL,g,X,SG,s,2017,679.074002,679.074002,R_NAT,1341.844908
BR,c,WL,g,X,SH,s,2017,642.157302,642.157302,R_NAT,678.379256
BR,c,WL,g,X,SI,s,2017,2186.198207,2186.198207,R_NAT,1983.347707
BR,c,WL,g,X,SJ,s,2017,17083.526451,17083.526451,R_NAT,12337.60646
BR,c,WL,g,X,SK,s,2017,313.077501,313.077501,R_NAT,729.106756
BR,c,WL,g,X,SL,s,2017,801.790202,801.790202,R_NAT,636.749058
BR,c,WL,g,X,S,s,2018,34044.4134,34044.4134,R_NAT,35403.900858
BR,c,WL,g,X,SA,s,2018,4.3424,4.3424,R_NAT,109.198356
BR,c,WL,g,X,SB,s,2018,1327.889704,1327.889704,R_NAT,1183.867252
BR,c,WL,g,X,SC,s,2018,4475.254313,4475.254313,R_NAT,9046.79795
BR,c,WL,g,X,SD,s,2018,5920.636517,5920.636517,R_NAT,6280.710024
BR,c,WL,g,X,SE,s,2018,7.3037,7.3037,R_NAT,238.458871
BR,c,WL,g,X,SF,s,2018,536.114002,536.114002,R_NAT,621.984919
BR,c,WL,g,X,SG,s,2018,775.222502,775.222502,R_NAT,2187.065104
BR,c,WL,g,X,SH,s,2018,825.475502,825.475502,R_NAT,756.412152
BR,c,WL,g,X,SI,s,2018,2617.476708,2617.476708,R_NAT,2004.516309
BR,c,WL,g,X,SJ,s,2018,16412.286448,16412.286448,R_NAT,11363.232082
BR,c,WL,g,X,SK,s,2018,346.410601,346.410601,R_NAT,929.260552
BR,c,WL,g,X,SL,s,2018,796.001002,796.001002,R_NAT,682.397288
BR,c,WL,g,X,S,s,2019,33033.1193,33033.1193,R_NAT,34261.566939
BR,c,WL,g,X,SA,s,2019,18.8473,18.8473,R_NAT,122.827001
BR,c,WL,g,X,SB,s,2019,477.0712,477.0712,R_NAT,764.133432
BR,c,WL,g,X,SC,s,2019,4282.7072,4282.7072,R_NAT,8570.808396
BR,c,WL,g,X,SD,s,2019,5994.5861,5994.5861,R_NAT,6522.477289
BR,c,WL,g,X,SE,s,2019,30.0801,30.0801,R_NAT,266.266899
BR,c,WL,g,X,SF,s,2019,969.7107,969.7107,R_NAT,845.57656
BR,c,WL,g,X,SG,s,2019,1011.4741,1011.4741,R_NAT,1459.878782
BR,c,WL,g,X,SH,s,2019,641.1141,641.1141,R_NAT,690.831206
BR,c,WL,g,X,SI,s,2019,2573.7922,2573.7922,R_NAT,2052.395529
BR,c,WL,g,X,SJ,s,2019,15835.1643,15835.1643,R_NAT,11544.192159
BR,c,WL,g,X,SK,s,2019,518.3302,518.3302,R_NAT,841.248078
BR,c,WL,g,X,SL,s,2019,680.2418,680.2418,R_NAT,580.931609
BR,c,WL,g,X,S,s,2020,27513.9322,27513.9322,R_NAT,26552.434308
BR,c,WL,g,X,SA,s,2020,10.4977,10.4977,R_NAT,142.325832
BR,c,WL,g,X,SB,s,2020,1061.878204,1061.878204,R_NAT,895.42891
BR,c,WL,g,X,SC,s,2020,3997.426915,3997.426915,R_NAT,6914.844585
BR,c,WL,g,X,SD,s,2020,3043.953811,3043.953811,R_NAT,2914.844702
BR,c,WL,g,X,SE,s,2020,16.8932,16.8932,R_NAT,161.752741
BR,c,WL,g,X,SF,s,2020,581.329302,581.329302,R_NAT,749.739429
BR,c,WL,g,X,SG,s,2020,829.405903,829.405903,R_NAT,1333.096009
BR,c,WL,g,X,SH,s,2020,634.291802,634.291802,R_NAT,599.252183
BR,c,WL,g,X,SI,s,2020,2551.741809,2551.741809,R_NAT,1873.656682
BR,c,WL,g,X,SJ,s,2020,13764.49915,13764.49915,R_NAT,9488.957092
BR,c,WL,g,X,SK,s,2020,410.515201,410.515201,R_NAT,927.627568
BR,c,WL,g,X,SL,s,2020,611.499202,611.499202,R_NAT,550.908575
BR,c,WL,g,X,S,s,2021,31481.823,31481.823,R_NAT,30563.196102
BR,c,WL,g,X,SA,s,2021,2.8104,2.8104,R_NAT,103.42065
BR,c,WL,g,X,SB,s,2021,772.2696,772.2696,R_NAT,763.293894
BR,c,WL,g,X,SC,s,2021,5237.8329,5237.8329,R_NAT,8739.240979
BR,c,WL,g,X,SD,s,2021,2947.3403,2947.3403,R_NAT,2925.56628
BR,c,WL,g,X,SE,s,2021,18.2487,18.2487,R_NAT,149.208982
BR,c,WL,g,X,SF,s,2021,783.7004,783.7004,R_NAT,990.508193
BR,c,WL,g,X,SG,s,2021,1050.8297,1050.8297,R_NAT,1799.157101
BR,c,WL,g,X,SH,s,2021,705.2618,705.2618,R_NAT,577.431482
BR,c,WL,g,X,SI,s,2021,3300.5272,3300.5272,R_NAT,2483.099317
BR,c,WL,g,X,SJ,s,2021,15324.9066,15324.9066,R_NAT,10463.81048
BR,c,WL,g,X,SK,s,2021,668.9484,668.9484,R_NAT,1009.609876
BR,c,WL,g,X,SL,s,2021,669.147,669.147,R_NAT,558.848867
BR,c,WL,g,X,S,s,2022,40291.2459,40291.2459,R_NAT,39186.004736
BR,c,WL,g,X,SA,s,2022,4.0245,4.0245,R_NAT,173.326999
BR,c,WL,g,X,SB,s,2022,1347.5845,1347.5845,R_NAT,1049.690754
BR,c,WL,g,X,SC,s,2022,6466.2305,6466.2305,R_NAT,11442.857842
BR,c,WL,g,X,SD,s,2022,4952.3303,4952.3303,R_NAT,5582.651497
BR,c,WL,g,X,SE,s,2022,27.0056,27.0056,R_NAT,230.484118
BR,c,WL,g,X,SF,s,2022,1322.0566,1322.0566,R_NAT,1181.012883
BR,c,WL,g,X,SG,s,2022,996.6797,996.6797,R_NAT,2148.080872
BR,c,WL,g,X,SH,s,2022,745.1385,745.1385,R_NAT,776.581867
BR,c,WL,g,X,SI,s,2022,4674.368,4674.368,R_NAT,3261.662939
BR,c,WL,g,X,SJ,s,2022,18177.5301,18177.5301,R_NAT,12000.257919
BR,c,WL,g,X,SK,s,2022,845.9183,845.9183,R_NAT,722.706835
BR,c,WL,g,X,SL,s,2022,732.3793,732.3793,R_NAT,616.690211
BR,c,WL,g,X,S,s,2023,45372.8582,45372.8582,R_NAT,43204.804215
BR,c,WL,g,X,SA,s,2023,4.5059,4.5059,R_NAT,188.73129
BR,c,WL,g,X,SB,s,2023,1015.1013,1015.1013,R_NAT,1014.361412
BR,c,WL,g,X,SC,s,2023,6760.8659,6760.8659,R_NAT,11675.976516
BR,c,WL,g,X,SD,s,2023,6907.3189,6907.3189,R_NAT,7413.761859
BR,c,WL,g,X,SE,s,2023,13.664,13.664,R_NAT,240.003339
BR,c,WL,g,X,SF,s,2023,1139.583,1139.583,R_NAT,1303.43927
BR,c,WL,g,X,SG,s,2023,1075.165,1075.165,R_NAT,2149.55652
BR,c,WL,g,X,SH,s,2023,920.9422,920.9422,R_NAT,852.78621
BR,c,WL,g,X,SI,s,2023,5783.1509,5783.1509,R_NAT,3877.123008
BR,c,WL,g,X,SJ,s,2023,19971.5375,19971.5375,R_NAT,13064.348559
BR,c,WL,g,X,SK,s,2023,857.6598,857.6598,R_NAT,748.996662
BR,c,WL,g,X,SL,s,2023,923.3638,923.3638,R_NAT,675.719571
BR,c,WL,g,X,S,s,2024,48476.7706,48476.7706,R_NAT,45797.886821
BR,c,WL,g,X,SA,s,2024,10.7987,10.7987,R_NAT,205.992526
BR,c,WL,g,X,SB,s,2024,1872.998204,1872.998204,R_NAT,1442.481858
BR,c,WL,g,X,SC,s,2024,7552.087116,7552.087116,R_NAT,12302.178255
BR,c,WL,g,X,SD,s,2024,7341.039515,7341.039515,R_NAT,7917.837784
BR,c,WL,g,X,SE,s,2024,21.4987,21.4987,R_NAT,265.531231
BR,c,WL,g,X,SF,s,2024,1113.465402,1113.465402,R_NAT,1280.28026
BR,c,WL,g,X,SG,s,2024,1684.888603,1684.888603,R_NAT,2156.959739
BR,c,WL,g,X,SH,s,2024,1092.853602,1092.853602,R_NAT,985.329968
BR,c,WL,g,X,SI,s,2024,6173.496313,6173.496313,R_NAT,4041.399058
BR,c,WL,g,X,SJ,s,2024,19887.859341,19887.859341,R_NAT,13700.799874
BR,c,WL,g,X,SK,s,2024,956.696202,956.696202,R_NAT,800.586896
BR,c,WL,g,X,SL,s,2024,769.088902,769.088902,R_NAT,698.509372
CL,c,WL,g,X,S,s,2005,6658.5,6658.5,R_OECD,6280.015133
CL,c,WL,g,X,SA,s,2005,NA,0,E0,21.479514000000002
CL,c,WL,g,X,SB,s,2005,NA,0,E0,9.838436
CL,c,WL,g,X,SC,s,2005,4471.278565,4471.278565,R_OECD,3666.117941
CL,c,WL,g,X,SD,s,2005,1041.621479,1041.621479,R_OECD,1355.844926
CL,c,WL,g,X,SE,s,2005,NA,0,E0,39.726737
CL,c,WL,g,X,SF,s,2005,157.345251,157.345251,R_OECD,111.163465
CL,c,WL,g,X,SG,s,2005,34.693505,34.693505,R_OECD,94.79355
CL,c,WL,g,X,SH,s,2005,32.85679,32.85679,R_OECD,20.923909
CL,c,WL,g,X,SI,s,2005,238.46683,238.46683,R_OECD,194.12498
CL,c,WL,g,X,SJ,s,2005,673.156044,673.156044,R_OECD,645.629512
CL,c,WL,g,X,SK,s,2005,9.081535,9.081535,R_OECD,38.236583
CL,c,WL,g,X,SL,s,2005,NA,0,E0,82.135578
CL,c,WL,g,X,S,s,2006,7366.1,7366.1,R_OECD,7293.840454
CL,c,WL,g,X,SA,s,2006,NA,0,E0,25.601481
CL,c,WL,g,X,SB,s,2006,NA,0,E0,20.72822
CL,c,WL,g,X,SC,s,2006,4855.76856,4855.76856,R_OECD,4217.095449
CL,c,WL,g,X,SD,s,2006,1201.841686,1201.841686,R_OECD,1536.915681
CL,c,WL,g,X,SE,s,2006,NA,0,E0,46.311126
CL,c,WL,g,X,SF,s,2006,203.349152,203.349152,R_OECD,140.549734
CL,c,WL,g,X,SG,s,2006,37.531916,37.531916,R_OECD,117.515258
CL,c,WL,g,X,SH,s,2006,34.147891,34.147891,R_OECD,23.270959
CL,c,WL,g,X,SI,s,2006,227.242421,227.242421,R_OECD,192.795546
CL,c,WL,g,X,SJ,s,2006,792.169541,792.169541,R_OECD,822.067251
CL,c,WL,g,X,SK,s,2006,14.048832,14.048832,R_OECD,42.321964
CL,c,WL,g,X,SL,s,2006,NA,0,E0,108.667785
CL,c,WL,g,X,S,s,2007,8553.4,8553.4,R_OECD,8602.344539
CL,c,WL,g,X,SA,s,2007,NA,0,E0,29.904165
CL,c,WL,g,X,SB,s,2007,NA,0,E0,21.132385
CL,c,WL,g,X,SC,s,2007,5437.23387,5437.23387,R_OECD,4898.364059
CL,c,WL,g,X,SD,s,2007,1525.246534,1525.246534,R_OECD,1848.202125
CL,c,WL,g,X,SE,s,2007,NA,0,E0,65.712011
CL,c,WL,g,X,SF,s,2007,236.257807,236.257807,R_OECD,160.471549
CL,c,WL,g,X,SG,s,2007,58.135116,58.135116,R_OECD,142.498699
CL,c,WL,g,X,SH,s,2007,31.803936,31.803936,R_OECD,22.108669
CL,c,WL,g,X,SI,s,2007,241.833822,241.833822,R_OECD,223.90213
CL,c,WL,g,X,SJ,s,2007,1004.095681,1004.095681,R_OECD,1034.607929
CL,c,WL,g,X,SK,s,2007,18.793235,18.793235,R_OECD,52.219977
CL,c,WL,g,X,SL,s,2007,NA,0,E0,103.220839
CL,c,WL,g,X,S,s,2008,10070.9,10070.9,R_OECD,10155.323093
CL,c,WL,g,X,SA,s,2008,NA,0,E0,32.604251
CL,c,WL,g,X,SB,s,2008,NA,0,E0,36.350724
CL,c,WL,g,X,SC,s,2008,6719.529594,6719.529594,R_OECD,5954.069057
CL,c,WL,g,X,SD,s,2008,1675.067211,1675.067211,R_OECD,2003.844857
CL,c,WL,g,X,SE,s,2008,NA,0,E0,95.87254
CL,c,WL,g,X,SF,s,2008,272.328458,272.328458,R_OECD,179.056233
CL,c,WL,g,X,SG,s,2008,58.091244,58.091244,R_OECD,151.176262
CL,c,WL,g,X,SH,s,2008,42.847443,42.847443,R_OECD,29.425006
CL,c,WL,g,X,SI,s,2008,312.600934,312.600934,R_OECD,307.840132
CL,c,WL,g,X,SJ,s,2008,955.312574,955.312574,R_OECD,1148.878
CL,c,WL,g,X,SK,s,2008,35.122543,35.122543,R_OECD,74.936716
CL,c,WL,g,X,SL,s,2008,NA,0,E0,141.269314
CL,c,WL,g,X,S,s,2009,8077.1,8077.1,R_OECD,8739.393408
CL,c,WL,g,X,SA,s,2009,NA,0,E0,25.665178
CL,c,WL,g,X,SB,s,2009,NA,0,E0,33.854802
CL,c,WL,g,X,SC,s,2009,4909.677096,4909.677096,R_OECD,4673.020964
CL,c,WL,g,X,SD,s,2009,1701.071558,1701.071558,R_OECD,2048.083712
CL,c,WL,g,X,SE,s,2009,NA,0,E0,112.926976
CL,c,WL,g,X,SF,s,2009,240.544019,240.544019,R_OECD,171.894352
CL,c,WL,g,X,SG,s,2009,62.08594,62.08594,R_OECD,142.411059
CL,c,WL,g,X,SH,s,2009,26.415124,26.415124,R_OECD,24.471104
CL,c,WL,g,X,SI,s,2009,265.399194,265.399194,R_OECD,268.109246
CL,c,WL,g,X,SJ,s,2009,851.003764,851.003764,R_OECD,1036.171106
CL,c,WL,g,X,SK,s,2009,20.903306,20.903306,R_OECD,56.844247
CL,c,WL,g,X,SL,s,2009,NA,0,E0,145.940664
CL,c,WL,g,X,S,s,2010,10199.1,10199.1,R_OECD,10262.261164
CL,c,WL,g,X,SA,s,2010,NA,0,E0,29.275608
CL,c,WL,g,X,SB,s,2010,NA,0,E0,34.888365
CL,c,WL,g,X,SC,s,2010,6666.040007,6666.040007,R_OECD,5992.219051
CL,c,WL,g,X,SD,s,2010,1624.351535,1624.351535,R_OECD,2082.961
CL,c,WL,g,X,SE,s,2010,NA,0,E0,85.099843
CL,c,WL,g,X,SF,s,2010,327.263155,327.263155,R_OECD,185.587134
CL,c,WL,g,X,SG,s,2010,86.843863,86.843863,R_OECD,137.395991
CL,c,WL,g,X,SH,s,2010,37.233533,37.233533,R_OECD,31.570716
CL,c,WL,g,X,SI,s,2010,295.083481,295.083481,R_OECD,253.159801
CL,c,WL,g,X,SJ,s,2010,1132.580113,1132.580113,R_OECD,1204.405948
CL,c,WL,g,X,SK,s,2010,29.704314,29.704314,R_OECD,77.840473
CL,c,WL,g,X,SL,s,2010,NA,0,E0,147.857233
CL,c,WL,g,X,S,s,2011,11980.1,11980.1,R_OECD,11718.98471
CL,c,WL,g,X,SA,s,2011,NA,0,E0,31.465344
CL,c,WL,g,X,SB,s,2011,NA,0,E0,49.065116
CL,c,WL,g,X,SC,s,2011,7817.38216,7817.38216,R_OECD,6935.301096
CL,c,WL,g,X,SD,s,2011,1900.714231,1900.714231,R_OECD,2422.828879
CL,c,WL,g,X,SE,s,2011,NA,0,E0,100.055281
CL,c,WL,g,X,SF,s,2011,376.244263,376.244263,R_OECD,224.604731
CL,c,WL,g,X,SG,s,2011,147.073552,147.073552,R_OECD,196.731769
CL,c,WL,g,X,SH,s,2011,57.034835,57.034835,R_OECD,40.025351
CL,c,WL,g,X,SI,s,2011,350.563116,350.563116,R_OECD,267.727358
CL,c,WL,g,X,SJ,s,2011,1293.649064,1293.649064,R_OECD,1228.900868
CL,c,WL,g,X,SK,s,2011,37.438779,37.438779,R_OECD,86.213341
CL,c,WL,g,X,SL,s,2011,NA,0,E0,136.065576
CL,c,WL,g,X,S,s,2012,11302.6,11302.6,R_OECD,11793.340719
CL,c,WL,g,X,SA,s,2012,NA,0,E0,37.947553
CL,c,WL,g,X,SB,s,2012,NA,0,E0,44.303252
CL,c,WL,g,X,SC,s,2012,6574.850489,6574.850489,R_OECD,6506.090291
CL,c,WL,g,X,SD,s,2012,2255.587489,2255.587489,R_OECD,2721.508623
CL,c,WL,g,X,SE,s,2012,NA,0,E0,99.201586
CL,c,WL,g,X,SF,s,2012,319.68059,319.68059,R_OECD,219.979455
CL,c,WL,g,X,SG,s,2012,185.590903,185.590903,R_OECD,188.98676
CL,c,WL,g,X,SH,s,2012,37.511953,37.511953,R_OECD,32.333002
CL,c,WL,g,X,SI,s,2012,410.558994,410.558994,R_OECD,304.498087
CL,c,WL,g,X,SJ,s,2012,1482.551119,1482.551119,R_OECD,1411.695775
CL,c,WL,g,X,SK,s,2012,36.268462,36.268462,R_OECD,99.207843
CL,c,WL,g,X,SL,s,2012,NA,0,E0,127.588491
CL,c,WL,g,X,S,s,2013,11086.9,11086.9,R_OECD,11647.675318
CL,c,WL,g,X,SA,s,2013,NA,0,E0,28.44618
CL,c,WL,g,X,SB,s,2013,NA,0,E0,60.810081
CL,c,WL,g,X,SC,s,2013,6229.536551,6229.536551,R_OECD,6127.433318
CL,c,WL,g,X,SD,s,2013,2296.898453,2296.898453,R_OECD,3051.831967
CL,c,WL,g,X,SE,s,2013,NA,0,E0,76.952227
CL,c,WL,g,X,SF,s,2013,325.729446,325.729446,R_OECD,219.30689
CL,c,WL,g,X,SG,s,2013,190.034919,190.034919,R_OECD,169.256684
CL,c,WL,g,X,SH,s,2013,39.946967,39.946967,R_OECD,35.861969
CL,c,WL,g,X,SI,s,2013,367.762417,367.762417,R_OECD,292.213229
CL,c,WL,g,X,SJ,s,2013,1595.375476,1595.375476,R_OECD,1352.85053
CL,c,WL,g,X,SK,s,2013,41.61577,41.61577,R_OECD,125.974496
CL,c,WL,g,X,SL,s,2013,NA,0,E0,106.737747
CL,c,WL,g,X,S,s,2014,9744.6,9744.6,R_OECD,11579.463061
CL,c,WL,g,X,SA,s,2014,NA,0,E0,27.416107
CL,c,WL,g,X,SB,s,2014,NA,0,E0,60.447803
CL,c,WL,g,X,SC,s,2014,4954.25024,4954.25024,R_OECD,5623.496981
CL,c,WL,g,X,SD,s,2014,2382.884959,2382.884959,R_OECD,3381.518782
CL,c,WL,g,X,SE,s,2014,NA,0,E0,84.976206
CL,c,WL,g,X,SF,s,2014,266.089866,266.089866,R_OECD,209.575196
CL,c,WL,g,X,SG,s,2014,162.645339,162.645339,R_OECD,175.496626
CL,c,WL,g,X,SH,s,2014,42.67479,42.67479,R_OECD,37.94683
CL,c,WL,g,X,SI,s,2014,358.447316,358.447316,R_OECD,308.530578
CL,c,WL,g,X,SJ,s,2014,1538.384337,1538.384337,R_OECD,1305.602074
CL,c,WL,g,X,SK,s,2014,39.223152,39.223152,R_OECD,268.864969
CL,c,WL,g,X,SL,s,2014,NA,0,E0,95.59091
CL,c,WL,g,X,S,s,2015,8557.4,8557.4,R_OECD,11019.700508
CL,c,WL,g,X,SA,s,2015,NA,0,E3,22.46663
CL,c,WL,g,X,SB,s,2015,NA,0,E3,67.869997
CL,c,WL,g,X,SC,s,2015,3396.167431,3396.167431,R_OECD,4497.439111
CL,c,WL,g,X,SD,s,2015,2613.531374,2613.531374,R_OECD,3630.275222
CL,c,WL,g,X,SE,s,2015,NA,0,E3,71.819364
CL,c,WL,g,X,SF,s,2015,303.823546,303.823546,R_OECD,243.570746
CL,c,WL,g,X,SG,s,2015,193.408857,193.408857,R_OECD,157.381262
CL,c,WL,g,X,SH,s,2015,43.956558,43.956558,R_OECD,49.068643
CL,c,WL,g,X,SI,s,2015,331.662699,331.662699,R_OECD,294.635517
CL,c,WL,g,X,SJ,s,2015,1639.579629,1639.579629,R_OECD,1489.670853
CL,c,WL,g,X,SK,s,2015,35.269905,35.269905,R_OECD,408.241172
CL,c,WL,g,X,SL,s,2015,NA,0,E0,87.261991
CL,c,WL,g,X,S,s,2016,8600.3,8600.3,R_OECD,11349.211237
CL,c,WL,g,X,SA,s,2016,NA,0,E3,18.068968
CL,c,WL,g,X,SB,s,2016,NA,0,E3,71.705406
