Reporter,type_Reporter,Partner,type_Partner,Flow,Item_code,type_Item,Year,Reported_value,Final_value,Final_value_methodology,Balanced_value
CL,c,WL,g,X,SC,s,2016,3224.862678,3224.862678,R_OECD,4403.124433
CL,c,WL,g,X,SD,s,2016,2822.307082,2822.307082,R_OECD,4233.795268
CL,c,WL,g,X,SE,s,2016,NA,0,E3,81.186598
CL,c,WL,g,X,SF,s,2016,329.660109,329.660109,R_OECD,258.192394
CL,c,WL,g,X,SG,s,2016,199.121438,199.121438,R_OECD,173.293856
CL,c,WL,g,X,SH,s,2016,40.392304,40.392304,R_OECD,57.257649
CL,c,WL,g,X,SI,s,2016,362.26848,362.26848,R_OECD,310.977527
CL,c,WL,g,X,SJ,s,2016,1582.347487,1582.347487,R_OECD,1357.093632
CL,c,WL,g,X,SK,s,2016,39.340421,39.340421,R_OECD,297.719264
CL,c,WL,g,X,SL,s,2016,NA,0,E0,86.796242
CL,c,WL,g,X,S,s,2017,9193.6,9193.6,R_OECD,12633.598147
CL,c,WL,g,X,SA,s,2017,NA,0,E3,17.47898
CL,c,WL,g,X,SB,s,2017,NA,0,E3,74.179025
CL,c,WL,g,X,SC,s,2017,3478.087242,3478.087242,R_OECD,4827.847137
CL,c,WL,g,X,SD,s,2017,3303.889405,3303.889405,R_OECD,5005.598143
CL,c,WL,g,X,SE,s,2017,NA,0,E3,88.860243
CL,c,WL,g,X,SF,s,2017,320.201197,320.201197,R_OECD,250.743501
CL,c,WL,g,X,SG,s,2017,232.68303,232.68303,R_OECD,207.580787
CL,c,WL,g,X,SH,s,2017,52.930149,52.930149,R_OECD,60.617094
CL,c,WL,g,X,SI,s,2017,363.174189,363.174189,R_OECD,342.383527
CL,c,WL,g,X,SJ,s,2017,1400.919542,1400.919542,R_OECD,1321.742591
CL,c,WL,g,X,SK,s,2017,41.715246,41.715246,R_OECD,333.264922
CL,c,WL,g,X,SL,s,2017,NA,0,E0,103.302197
CL,c,WL,g,X,S,s,2018,9225.7,9225.7,R_OECD,12726.263559
CL,c,WL,g,X,SA,s,2018,NA,0,E3,19.951301
CL,c,WL,g,X,SB,s,2018,NA,0,E3,77.853515
CL,c,WL,g,X,SC,s,2018,3570.411912,3570.411912,R_OECD,5246.123397
CL,c,WL,g,X,SD,s,2018,3030.283672,3030.283672,R_OECD,4322.814121
CL,c,WL,g,X,SE,s,2018,NA,0,E3,98.079907
CL,c,WL,g,X,SF,s,2018,310.707122,310.707122,R_OECD,272.73793
CL,c,WL,g,X,SG,s,2018,232.873419,232.873419,R_OECD,238.528836
CL,c,WL,g,X,SH,s,2018,48.332219,48.332219,R_OECD,70.841307
CL,c,WL,g,X,SI,s,2018,392.202357,392.202357,R_OECD,383.057608
CL,c,WL,g,X,SJ,s,2018,1596.21861,1596.21861,R_OECD,1524.209614
CL,c,WL,g,X,SK,s,2018,44.670687,44.670687,R_OECD,377.650897
CL,c,WL,g,X,SL,s,2018,NA,0,E0,94.415126
CL,c,WL,g,X,S,s,2019,8462.4,8462.4,R_OECD,12453.441726
CL,c,WL,g,X,SA,s,2019,NA,0,E3,28.15598
CL,c,WL,g,X,SB,s,2019,NA,0,E3,84.223789
CL,c,WL,g,X,SC,s,2019,3446.885077,3446.885077,R_OECD,5454.326928
CL,c,WL,g,X,SD,s,2019,2396.344361,2396.344361,R_OECD,3818.917275
CL,c,WL,g,X,SE,s,2019,NA,0,E3,77.484742
CL,c,WL,g,X,SF,s,2019,330.232385,330.232385,R_OECD,274.396291
CL,c,WL,g,X,SG,s,2019,234.066383,234.066383,R_OECD,274.304903
CL,c,WL,g,X,SH,s,2019,46.938168,46.938168,R_OECD,59.274297
CL,c,WL,g,X,SI,s,2019,398.506083,398.506083,R_OECD,415.19823
CL,c,WL,g,X,SJ,s,2019,1557.910043,1557.910043,R_OECD,1627.031266
CL,c,WL,g,X,SK,s,2019,51.517501,51.517501,R_OECD,256.123612
CL,c,WL,g,X,SL,s,2019,NA,0,E0,84.004413
CL,c,WL,g,X,S,s,2020,5554.5,5554.5,R_OECD,8183.898421
CL,c,WL,g,X,SA,s,2020,NA,0,E3,21.223725
CL,c,WL,g,X,SB,s,2020,NA,0,E3,65.781098
CL,c,WL,g,X,SC,s,2020,2673.697956,2673.697956,R_OECD,3918.414662
CL,c,WL,g,X,SD,s,2020,434.971281,434.971281,R_OECD,1158.078882
CL,c,WL,g,X,SE,s,2020,NA,0,E3,52.813005
CL,c,WL,g,X,SF,s,2020,374.157511,374.157511,R_OECD,303.205786
CL,c,WL,g,X,SG,s,2020,256.640434,256.640434,R_OECD,289.206251
CL,c,WL,g,X,SH,s,2020,41.737007,41.737007,R_OECD,63.57311
CL,c,WL,g,X,SI,s,2020,400.190442,400.190442,R_OECD,432.05023
CL,c,WL,g,X,SJ,s,2020,1330.525189,1330.525189,R_OECD,1568.559836
CL,c,WL,g,X,SK,s,2020,42.580179,42.580179,R_OECD,243.672395
CL,c,WL,g,X,SL,s,2020,NA,0,E0,67.31944
CL,c,WL,g,X,S,s,2021,5972.9,5972.9,R_OECD,9396.730543
CL,c,WL,g,X,SA,s,2021,NA,0,E3,24.99936
CL,c,WL,g,X,SB,s,2021,NA,0,E3,59.555319
CL,c,WL,g,X,SC,s,2021,3181.411596,3181.411596,R_OECD,5110.767284
CL,c,WL,g,X,SD,s,2021,118.690559,118.690559,R_OECD,739.317822
CL,c,WL,g,X,SE,s,2021,NA,0,E3,67.398412
CL,c,WL,g,X,SF,s,2021,422.302901,422.302901,R_OECD,364.202992
CL,c,WL,g,X,SG,s,2021,267.55312,267.55312,R_OECD,332.771638
CL,c,WL,g,X,SH,s,2021,70.646639,70.646639,R_OECD,90.346365
CL,c,WL,g,X,SI,s,2021,519.652287,519.652287,R_OECD,572.678544
CL,c,WL,g,X,SJ,s,2021,1338.080986,1338.080986,R_OECD,1768.724104
CL,c,WL,g,X,SK,s,2021,54.561913,54.561913,R_OECD,196.327721
CL,c,WL,g,X,SL,s,2021,NA,0,E0,69.640982
CL,c,WL,g,X,S,s,2022,8529.4,8529.4,R_OECD,12761.293848
CL,c,WL,g,X,SA,s,2022,NA,0,E3,32.909237
CL,c,WL,g,X,SB,s,2022,NA,0,E3,70.730961
CL,c,WL,g,X,SC,s,2022,4202.889727,4202.889727,R_OECD,6953.889823
CL,c,WL,g,X,SD,s,2022,1068.733026,1068.733026,R_OECD,1908.3449
CL,c,WL,g,X,SE,s,2022,NA,0,E3,75.478415
CL,c,WL,g,X,SF,s,2022,406.569598,406.569598,R_OECD,382.987795
CL,c,WL,g,X,SG,s,2022,319.387879,319.387879,R_OECD,381.057812
CL,c,WL,g,X,SH,s,2022,68.283646,68.283646,R_OECD,88.057036
CL,c,WL,g,X,SI,s,2022,529.876916,529.876916,R_OECD,581.865403
CL,c,WL,g,X,SJ,s,2022,1865.479971,1865.479971,R_OECD,2090.068382
CL,c,WL,g,X,SK,s,2022,68.179237,68.179237,R_OECD,123.850315
CL,c,WL,g,X,SL,s,2022,NA,0,E0,72.05377
CL,c,WL,g,X,S,s,2023,NA,10136.0871,E2,15627.354093
CL,c,WL,g,X,SA,s,2023,NA,0,E2,29.316647
CL,c,WL,g,X,SB,s,2023,NA,0,E2,119.573029
CL,c,WL,g,X,SC,s,2023,NA,4055.278223,E2,7303.081732
CL,c,WL,g,X,SD,s,2023,NA,2335.91659,E2,3712.966734
CL,c,WL,g,X,SE,s,2023,NA,0,E2,94.030598
CL,c,WL,g,X,SF,s,2023,NA,440.759907,E5,481.770354
CL,c,WL,g,X,SG,s,2023,NA,346.246632,E5,421.935936
CL,c,WL,g,X,SH,s,2023,NA,74.025981,E5,85.932493
CL,c,WL,g,X,SI,s,2023,NA,618.464994,E2,708.177516
CL,c,WL,g,X,SJ,s,2023,NA,2191.48207,E2,2440.372785
CL,c,WL,g,X,SK,s,2023,NA,73.912702,E5,154.667683
CL,c,WL,g,X,SL,s,2023,NA,0,E2,75.528587
CL,c,WL,g,X,S,s,2024,NA,11743.8346,E2,17587.361972
CL,c,WL,g,X,SA,s,2024,NA,0,E2,27.447858
CL,c,WL,g,X,SB,s,2024,NA,0,E2,115.891084
CL,c,WL,g,X,SC,s,2024,NA,4237.249376,E2,7487.073647
CL,c,WL,g,X,SD,s,2024,NA,3100.304116,E2,4780.943415
CL,c,WL,g,X,SE,s,2024,NA,0,E2,97.151437
CL,c,WL,g,X,SF,s,2024,NA,439.376702,E5,496.087864
CL,c,WL,g,X,SG,s,2024,NA,345.160081,E5,429.824375
CL,c,WL,g,X,SH,s,2024,NA,73.793651,E5,115.491686
CL,c,WL,g,X,SI,s,2024,NA,692.91359,E2,769.207155
CL,c,WL,g,X,SJ,s,2024,NA,2781.356306,E2,3014.844762
CL,c,WL,g,X,SK,s,2024,NA,73.680777,E5,167.262153
CL,c,WL,g,X,SL,s,2024,NA,0,E2,86.136536
UY,c,WL,g,X,S,s,2005,1311.2828,1311.2828,R_IMF,1722.197723
UY,c,WL,g,X,SA,s,2005,0,0,R_IMF,1.835205
UY,c,WL,g,X,SB,s,2005,NA,0,E1,5.040656
UY,c,WL,g,X,SC,s,2005,468.4947,468.4947,R_IMF,502.924249
UY,c,WL,g,X,SD,s,2005,594.4341,594.4341,R_IMF,850.414511
UY,c,WL,g,X,SE,s,2005,0,0,R_IMF,13.421866
UY,c,WL,g,X,SF,s,2005,4.2494,4.2494,R_IMF,18.358609
UY,c,WL,g,X,SG,s,2005,65.6695,65.6695,R_IMF,38.760261
UY,c,WL,g,X,SH,s,2005,0.071,0.071,R_IMF,31.874911
UY,c,WL,g,X,SI,s,2005,100.4204,100.4204,R_IMF,92.701674
UY,c,WL,g,X,SJ,s,2005,51.5009,51.5009,R_IMF,117.458849
UY,c,WL,g,X,SK,s,2005,0.367,0.367,R_IMF,17.694539
UY,c,WL,g,X,SL,s,2005,26.0758,26.0758,R_IMF,31.712392
UY,c,WL,g,X,S,s,2006,1387.4276,1387.4276,R_IMF,2002.935891
UY,c,WL,g,X,SA,s,2006,0,0,R_IMF,2.188924
UY,c,WL,g,X,SB,s,2006,0,0,R_IMF,6.692358
UY,c,WL,g,X,SC,s,2006,482.9467,482.9467,R_IMF,566.868584
UY,c,WL,g,X,SD,s,2006,597.7629,597.7629,R_IMF,930.744483
UY,c,WL,g,X,SE,s,2006,0,0,R_IMF,17.011016
UY,c,WL,g,X,SF,s,2006,3.6003,3.6003,R_IMF,24.987978
UY,c,WL,g,X,SG,s,2006,55.9643,55.9643,R_IMF,70.345255
UY,c,WL,g,X,SH,s,2006,0,0,R_IMF,42.186658
UY,c,WL,g,X,SI,s,2006,141.52440000000001,141.52440000000001,R_IMF,126.670644
UY,c,WL,g,X,SJ,s,2006,76.7387,76.7387,R_IMF,154.867726
UY,c,WL,g,X,SK,s,2006,2.2437,2.2437,R_IMF,26.221297
UY,c,WL,g,X,SL,s,2006,26.6466,26.6466,R_IMF,34.150968
UY,c,WL,g,X,S,s,2007,1833.4516,1833.4516,R_IMF,2473.546489
UY,c,WL,g,X,SA,s,2007,0,0,R_IMF,2.635454
UY,c,WL,g,X,SB,s,2007,0,0,R_IMF,8.112713
UY,c,WL,g,X,SC,s,2007,564.3922,564.3922,R_IMF,666.099319
UY,c,WL,g,X,SD,s,2007,808.8933,808.8933,R_IMF,1182.303394
UY,c,WL,g,X,SE,s,2007,0,0,R_IMF,21.585698
UY,c,WL,g,X,SF,s,2007,3.961,3.961,R_IMF,33.037555
UY,c,WL,g,X,SG,s,2007,70.9057,70.9057,R_IMF,78.677796
UY,c,WL,g,X,SH,s,2007,0.03,0.03,R_IMF,30.260604
UY,c,WL,g,X,SI,s,2007,172.3292,172.3292,R_IMF,148.936952
UY,c,WL,g,X,SJ,s,2007,183.1637,183.1637,R_IMF,228.710829
UY,c,WL,g,X,SK,s,2007,0.2034,0.2034,R_IMF,36.946099
UY,c,WL,g,X,SL,s,2007,29.5731,29.5731,R_IMF,36.240076
UY,c,WL,g,X,S,s,2008,2276.7422,2276.7422,R_IMF,3030.895736
UY,c,WL,g,X,SA,s,2008,0,0,R_IMF,2.728117
UY,c,WL,g,X,SB,s,2008,0,0,R_IMF,10.509284
UY,c,WL,g,X,SC,s,2008,674.4668,674.4668,R_IMF,802.487257
UY,c,WL,g,X,SD,s,2008,1051.3616,1051.3616,R_IMF,1431.995368
UY,c,WL,g,X,SE,s,2008,0,0,R_IMF,32.181544
UY,c,WL,g,X,SF,s,2008,2.8877,2.8877,R_IMF,41.386488
UY,c,WL,g,X,SG,s,2008,82.9887,82.9887,R_IMF,81.302162
UY,c,WL,g,X,SH,s,2008,0.096,0.096,R_IMF,46.744157
UY,c,WL,g,X,SI,s,2008,204.7297,204.7297,R_IMF,187.604728
UY,c,WL,g,X,SJ,s,2008,223.8885,223.8885,R_IMF,296.886739
UY,c,WL,g,X,SK,s,2008,0.3787,0.3787,R_IMF,54.220872
UY,c,WL,g,X,SL,s,2008,35.9445,35.9445,R_IMF,42.849021
UY,c,WL,g,X,S,s,2009,2319.6575,2319.6575,R_IMF,2952.659901
UY,c,WL,g,X,SA,s,2009,0,0,R_IMF,2.915455
UY,c,WL,g,X,SB,s,2009,0,0,R_IMF,9.88286
UY,c,WL,g,X,SC,s,2009,446.238319,446.238319,R_IMF,576.583593
UY,c,WL,g,X,SD,s,2009,1320.603057,1320.603057,R_IMF,1570.405409
UY,c,WL,g,X,SE,s,2009,0,0,R_IMF,36.483901
UY,c,WL,g,X,SF,s,2009,8.5179,8.5179,R_IMF,44.310376
UY,c,WL,g,X,SG,s,2009,89.149404,89.149404,R_IMF,83.49792
UY,c,WL,g,X,SH,s,2009,0.148,0.148,R_IMF,48.059337
UY,c,WL,g,X,SI,s,2009,176.394908,176.394908,R_IMF,168.876098
UY,c,WL,g,X,SJ,s,2009,241.30791,241.30791,R_IMF,303.76795
UY,c,WL,g,X,SK,s,2009,0.678,0.678,R_IMF,66.074979
UY,c,WL,g,X,SL,s,2009,36.620002,36.620002,R_IMF,41.80202
UY,c,WL,g,X,S,s,2010,2688.1585,2688.1585,R_IMF,3445.687796
UY,c,WL,g,X,SA,s,2010,0,0,R_IMF,2.327583
UY,c,WL,g,X,SB,s,2010,0,0,R_IMF,10.506357
UY,c,WL,g,X,SC,s,2010,500.1552,500.1552,R_IMF,706.336715
UY,c,WL,g,X,SD,s,2010,1508.8822,1508.8822,R_IMF,1872.805076
UY,c,WL,g,X,SE,s,2010,0,0,R_IMF,17.806375
UY,c,WL,g,X,SF,s,2010,6.907,6.907,R_IMF,45.491582
UY,c,WL,g,X,SG,s,2010,121.2883,121.2883,R_IMF,96.216483
UY,c,WL,g,X,SH,s,2010,0.201,0.201,R_IMF,53.994114
UY,c,WL,g,X,SI,s,2010,207.5431,207.5431,R_IMF,188.8339
UY,c,WL,g,X,SJ,s,2010,307.1791,307.1791,R_IMF,345.371328
UY,c,WL,g,X,SK,s,2010,1.5128,1.5128,R_IMF,68.551945
UY,c,WL,g,X,SL,s,2010,34.4898,34.4898,R_IMF,37.446337
UY,c,WL,g,X,S,s,2011,3641.9117,3641.9117,R_IMF,4223.793171
UY,c,WL,g,X,SA,s,2011,NA,0,E0,1.446906
UY,c,WL,g,X,SB,s,2011,NA,0,E0,12.638777
UY,c,WL,g,X,SC,s,2011,653.485918,653.485918,R_IMF,834.348183
UY,c,WL,g,X,SD,s,2011,2202.96496,2202.96496,R_IMF,2342.528363
UY,c,WL,g,X,SE,s,2011,NA,0,E0,38.735226
UY,c,WL,g,X,SF,s,2011,8.9852,8.9852,R_IMF,52.934296
UY,c,WL,g,X,SG,s,2011,138.308304,138.308304,R_IMF,106.155514
UY,c,WL,g,X,SH,s,2011,0.43,0.43,R_IMF,66.273078
UY,c,WL,g,X,SI,s,2011,212.381106,212.381106,R_IMF,202.189434
UY,c,WL,g,X,SJ,s,2011,388.681211,388.681211,R_IMF,446.857843
UY,c,WL,g,X,SK,s,2011,1.9287,1.9287,R_IMF,83.277669
UY,c,WL,g,X,SL,s,2011,34.746301,34.746301,R_IMF,36.407881
UY,c,WL,g,X,S,s,2012,5224.1233,5224.1233,R_IMF,4910.627381
UY,c,WL,g,X,SA,s,2012,0,0,R_IMF,11.482333
UY,c,WL,g,X,SB,s,2012,18.1558,18.1558,R_IMF,19.021751
UY,c,WL,g,X,SC,s,2012,534.773,534.773,R_IMF,837.289922
UY,c,WL,g,X,SD,s,2012,2522.8982,2522.8982,R_IMF,2488.869508
UY,c,WL,g,X,SE,s,2012,0,0,R_IMF,64.222459
UY,c,WL,g,X,SF,s,2012,20.9721,20.9721,R_IMF,67.965972
UY,c,WL,g,X,SG,s,2012,290.9534,290.9534,R_IMF,169.079393
UY,c,WL,g,X,SH,s,2012,47.8127,47.8127,R_IMF,112.158246
UY,c,WL,g,X,SI,s,2012,259.8419,259.8419,R_IMF,232.669529
UY,c,WL,g,X,SJ,s,2012,1346.5216,1346.5216,R_IMF,754.419163
UY,c,WL,g,X,SK,s,2012,99.0054,99.0054,R_IMF,94.527901
UY,c,WL,g,X,SL,s,2012,83.1892,83.1892,R_IMF,58.921205
UY,c,WL,g,X,S,s,2013,5118.9652,5118.9652,R_IMF,4812.869728
UY,c,WL,g,X,SA,s,2013,0,0,R_IMF,1.675338
UY,c,WL,g,X,SB,s,2013,7.6652,7.6652,R_IMF,17.154131
UY,c,WL,g,X,SC,s,2013,534.9036,534.9036,R_IMF,829.612223
UY,c,WL,g,X,SD,s,2013,2387.6307,2387.6307,R_IMF,2419.616959
UY,c,WL,g,X,SE,s,2013,0,0,R_IMF,43.47994
UY,c,WL,g,X,SF,s,2013,24.2788,24.2788,R_IMF,69.557118
UY,c,WL,g,X,SG,s,2013,333.9292,333.9292,R_IMF,166.303932
UY,c,WL,g,X,SH,s,2013,40.8978,40.8978,R_IMF,80.489996
UY,c,WL,g,X,SI,s,2013,275.9839,275.9839,R_IMF,242.39154
UY,c,WL,g,X,SJ,s,2013,1325.4134,1325.4134,R_IMF,799.585838
UY,c,WL,g,X,SK,s,2013,98.5536,98.5536,R_IMF,83.899343
UY,c,WL,g,X,SL,s,2013,89.709,89.709,R_IMF,59.103368
UY,c,WL,g,X,S,s,2014,4965.0546,4965.0546,R_IMF,4796.751411
UY,c,WL,g,X,SA,s,2014,0,0,R_IMF,2.212106
UY,c,WL,g,X,SB,s,2014,29.514001,29.514001,R_IMF,25.092829
UY,c,WL,g,X,SC,s,2014,565.677911,565.677911,R_IMF,788.74461
UY,c,WL,g,X,SD,s,2014,2228.868745,2228.868745,R_IMF,2414.386852
UY,c,WL,g,X,SE,s,2014,0,0,R_IMF,52.299918
UY,c,WL,g,X,SF,s,2014,27.719501,27.719501,R_IMF,65.525254
UY,c,WL,g,X,SG,s,2014,325.243907,325.243907,R_IMF,160.959087
UY,c,WL,g,X,SH,s,2014,57.239001,57.239001,R_IMF,80.90761
UY,c,WL,g,X,SI,s,2014,325.106407,325.106407,R_IMF,285.251854
UY,c,WL,g,X,SJ,s,2014,1242.274125,1242.274125,R_IMF,785.641447
UY,c,WL,g,X,SK,s,2014,94.815902,94.815902,R_IMF,85.750454
UY,c,WL,g,X,SL,s,2014,68.595101,68.595101,R_IMF,49.979391
UY,c,WL,g,X,S,s,2015,5193.8031,5193.8031,R_IMF,4828.347115
UY,c,WL,g,X,SA,s,2015,0,0,R_IMF,2.256534
UY,c,WL,g,X,SB,s,2015,27.9843,27.9843,R_IMF,24.241425
UY,c,WL,g,X,SC,s,2015,599.6027,599.6027,R_IMF,805.922045
UY,c,WL,g,X,SD,s,2015,2249.0073,2249.0073,R_IMF,2399.065561
UY,c,WL,g,X,SE,s,2015,0,0,R_IMF,39.903158
UY,c,WL,g,X,SF,s,2015,26.8033,26.8033,R_IMF,56.995192
UY,c,WL,g,X,SG,s,2015,326.8991,326.8991,R_IMF,146.192547
UY,c,WL,g,X,SH,s,2015,37.5679,37.5679,R_IMF,66.58847
UY,c,WL,g,X,SI,s,2015,439.1193,439.1193,R_IMF,309.518698
UY,c,WL,g,X,SJ,s,2015,1327.5806,1327.5806,R_IMF,831.927248
UY,c,WL,g,X,SK,s,2015,81.6246,81.6246,R_IMF,96.396027
UY,c,WL,g,X,SL,s,2015,77.614,77.614,R_IMF,49.340208
UY,c,WL,g,X,S,s,2016,4900.8414,4900.8414,R_IMF,4569.126307
UY,c,WL,g,X,SA,s,2016,0,0,R_IMF,2.453066
UY,c,WL,g,X,SB,s,2016,33.5787,33.5787,R_IMF,25.269414
UY,c,WL,g,X,SC,s,2016,543.5901,543.5901,R_IMF,699.664929
UY,c,WL,g,X,SD,s,2016,2285.3207,2285.3207,R_IMF,2387.738659
UY,c,WL,g,X,SE,s,2016,0,0,R_IMF,30.758471
UY,c,WL,g,X,SF,s,2016,22.7085,22.7085,R_IMF,59.823412
UY,c,WL,g,X,SG,s,2016,345.0949,345.0949,R_IMF,143.403229
UY,c,WL,g,X,SH,s,2016,37.3203,37.3203,R_IMF,88.86778
UY,c,WL,g,X,SI,s,2016,422.1477,422.1477,R_IMF,284.576255
UY,c,WL,g,X,SJ,s,2016,1073.7113,1073.7113,R_IMF,722.597706
UY,c,WL,g,X,SK,s,2016,68.3966,68.3966,R_IMF,81.755044
UY,c,WL,g,X,SL,s,2016,68.9726,68.9726,R_IMF,42.218341
UY,c,WL,g,X,S,s,2017,5723.302,5723.302,R_IMF,5014.921017
UY,c,WL,g,X,SA,s,2017,0,0,R_IMF,2.571704
UY,c,WL,g,X,SB,s,2017,32.7663,32.7663,R_IMF,26.442942
UY,c,WL,g,X,SC,s,2017,516.7898,516.7898,R_IMF,750.904204
UY,c,WL,g,X,SD,s,2017,2823.2287,2823.2287,R_IMF,2666.001462
UY,c,WL,g,X,SE,s,2017,0,0,R_IMF,35.347857
UY,c,WL,g,X,SF,s,2017,24.3171,24.3171,R_IMF,59.870404
UY,c,WL,g,X,SG,s,2017,311.6039,311.6039,R_IMF,133.622272
UY,c,WL,g,X,SH,s,2017,39.6847,39.6847,R_IMF,74.871756
UY,c,WL,g,X,SI,s,2017,804.8481,804.8481,R_IMF,427.205131
UY,c,WL,g,X,SJ,s,2017,1048.1466,1048.1466,R_IMF,718.885526
UY,c,WL,g,X,SK,s,2017,64.603,64.603,R_IMF,80.665277
UY,c,WL,g,X,SL,s,2017,57.3138,57.3138,R_IMF,38.532482
UY,c,WL,g,X,S,s,2018,5472.6337,5472.6337,R_IMF,5032.672367
UY,c,WL,g,X,SA,s,2018,0,0,R_IMF,2.857873
UY,c,WL,g,X,SB,s,2018,35.207,35.207,R_IMF,31.091828
UY,c,WL,g,X,SC,s,2018,573.1307,573.1307,R_IMF,796.713615
UY,c,WL,g,X,SD,s,2018,2621.3025,2621.3025,R_IMF,2637.864422
UY,c,WL,g,X,SE,s,2018,0,0,R_IMF,55.667772
UY,c,WL,g,X,SF,s,2018,24.4813,24.4813,R_IMF,53.036323
UY,c,WL,g,X,SG,s,2018,294.4021,294.4021,R_IMF,129.574292
UY,c,WL,g,X,SH,s,2018,55.0973,55.0973,R_IMF,84.642562
UY,c,WL,g,X,SI,s,2018,879.2262,879.2262,R_IMF,476.206341
UY,c,WL,g,X,SJ,s,2018,865.6998,865.6998,R_IMF,651.553609
UY,c,WL,g,X,SK,s,2018,64.1348,64.1348,R_IMF,73.603421
UY,c,WL,g,X,SL,s,2018,59.952,59.952,R_IMF,39.860307
UY,c,WL,g,X,S,s,2019,5523.8157,5523.8157,R_IMF,4689.726795
UY,c,WL,g,X,SA,s,2019,0,0,R_IMF,4.261917
UY,c,WL,g,X,SB,s,2019,33.470701,33.470701,R_IMF,32.156402
UY,c,WL,g,X,SC,s,2019,579.58431,579.58431,R_IMF,740.12985
UY,c,WL,g,X,SD,s,2019,2249.813741,2249.813741,R_IMF,2271.10456
UY,c,WL,g,X,SE,s,2019,41.438201,41.438201,R_IMF,53.595381
UY,c,WL,g,X,SF,s,2019,23.1361,23.1361,R_IMF,54.085606
UY,c,WL,g,X,SG,s,2019,290.663005,290.663005,R_IMF,139.009301
UY,c,WL,g,X,SH,s,2019,34.357101,34.357101,R_IMF,68.617676
UY,c,WL,g,X,SI,s,2019,1050.212019,1050.212019,R_IMF,511.069133
UY,c,WL,g,X,SJ,s,2019,1098.76962,1098.76962,R_IMF,703.451436
UY,c,WL,g,X,SK,s,2019,68.421301,68.421301,R_IMF,74.067072
UY,c,WL,g,X,SL,s,2019,53.949601,53.949601,R_IMF,38.178462
UY,c,WL,g,X,S,s,2020,3914.923,3914.923,R_IMF,3672.79839
UY,c,WL,g,X,SA,s,2020,0,0,R_IMF,2.772534
UY,c,WL,g,X,SB,s,2020,47.451904,47.451904,R_IMF,40.207242
UY,c,WL,g,X,SC,s,2020,388.89533,388.89533,R_IMF,626.068254
UY,c,WL,g,X,SD,s,2020,1128.149986,1128.149986,R_IMF,1293.034729
UY,c,WL,g,X,SE,s,2020,0,0,R_IMF,17.568867
UY,c,WL,g,X,SF,s,2020,22.195502,22.195502,R_IMF,69.00375
UY,c,WL,g,X,SG,s,2020,277.261021,277.261021,R_IMF,152.460422
UY,c,WL,g,X,SH,s,2020,26.244502,26.244502,R_IMF,75.746564
UY,c,WL,g,X,SI,s,2020,1025.064879,1025.064879,R_IMF,627.339147
UY,c,WL,g,X,SJ,s,2020,906.347869,906.347869,R_IMF,654.875765
UY,c,WL,g,X,SK,s,2020,34.548803,34.548803,R_IMF,71.554126
UY,c,WL,g,X,SL,s,2020,58.763205,58.763205,R_IMF,42.166989
UY,c,WL,g,X,S,s,2021,4050.0757,4050.0757,R_IMF,3739.555529
UY,c,WL,g,X,SA,s,2021,0,0,R_IMF,3.451127
UY,c,WL,g,X,SB,s,2021,47.707501,47.707501,R_IMF,41.323334
UY,c,WL,g,X,SC,s,2021,511.246913,511.246913,R_IMF,885.512904
UY,c,WL,g,X,SD,s,2021,573.294614,573.294614,R_IMF,853.434313
UY,c,WL,g,X,SE,s,2021,0,0,R_IMF,27.208565
UY,c,WL,g,X,SF,s,2021,21.809501,21.809501,R_IMF,108.087532
UY,c,WL,g,X,SG,s,2021,308.226308,308.226308,R_IMF,169.054833
UY,c,WL,g,X,SH,s,2021,45.054401,45.054401,R_IMF,95.057592
UY,c,WL,g,X,SI,s,2021,980.333924,980.333924,R_IMF,612.322505
UY,c,WL,g,X,SJ,s,2021,1444.263536,1444.263536,R_IMF,811.14622
UY,c,WL,g,X,SK,s,2021,54.361701,54.361701,R_IMF,88.775943
UY,c,WL,g,X,SL,s,2021,63.777302,63.777302,R_IMF,44.180661
UY,c,WL,g,X,S,s,2022,5909.1286,5909.1286,R_IMF,5660.858308
UY,c,WL,g,X,SA,s,2022,0,0,R_IMF,3.62975
UY,c,WL,g,X,SB,s,2022,36.5371,36.5371,R_IMF,40.308781
UY,c,WL,g,X,SC,s,2022,667.8359,667.8359,R_IMF,1269.538432
UY,c,WL,g,X,SD,s,2022,1650.3177,1650.3177,R_IMF,2057.318602
UY,c,WL,g,X,SE,s,2022,0,0,R_IMF,42.672302
UY,c,WL,g,X,SF,s,2022,19.0886,19.0886,R_IMF,128.069253
UY,c,WL,g,X,SG,s,2022,252.7642,252.7642,R_IMF,153.569576
UY,c,WL,g,X,SH,s,2022,76.054,76.054,R_IMF,107.96057
UY,c,WL,g,X,SI,s,2022,1274.6351,1274.6351,R_IMF,748.152488
UY,c,WL,g,X,SJ,s,2022,1827.9178,1827.9178,R_IMF,980.074852
UY,c,WL,g,X,SK,s,2022,45.4661,45.4661,R_IMF,86.669457
UY,c,WL,g,X,SL,s,2022,58.5121,58.5121,R_IMF,42.894248
UY,c,WL,g,X,S,s,2023,6881.6739,6881.6739,R_IMF,6424.312297
UY,c,WL,g,X,SA,s,2023,0,0,R_IMF,2.615132
UY,c,WL,g,X,SB,s,2023,26.9467,26.9467,R_IMF,31.205427
